gene,gene_type,log2FC_g0_minus_g1,t,p,abs_t
AC100830.2,lncRNA,-0.4337076,-4.154817,4.169384e-05,4.154817
HEXA,protein_coding,0.24053669,4.154733,4.1812753e-05,4.154733
EIF4BP3,processed_pseudogene,0.26179457,4.1545825,4.183877e-05,4.1545825
LARGE1,protein_coding,0.33861613,4.154149,4.198953e-05,4.154149
SMAD9,protein_coding,0.41975522,4.1540194,4.187181e-05,4.1540194
ZNF512B,protein_coding,0.42056227,4.1521616,4.269474e-05,4.1521616
ABI3BP,protein_coding,0.5155598,4.151113,4.275302e-05,4.151113
AL157871.2,lncRNA,-0.40219223,-4.150937,4.2410204e-05,4.150937
AC025423.3,processed_pseudogene,-0.5055808,-4.1508074,4.233491e-05,4.1508074
SMAD5,protein_coding,0.312881,4.1506233,4.266507e-05,4.1506233
AP001267.3,lncRNA,0.27885473,4.1503115,4.3008225e-05,4.1503115
EHHADH,protein_coding,0.32481527,4.1488123,4.2691576e-05,4.1488123
S100PBP,protein_coding,0.2800703,4.1487255,4.3640186e-05,4.1487255
MILR1,protein_coding,0.4318781,4.148462,4.3446096e-05,4.148462
PACSIN1,protein_coding,0.70421135,4.1480417,4.473826e-05,4.1480417
MEF2C-AS2,lncRNA,-0.36183608,-4.1476984,4.350257e-05,4.1476984
MERTK,protein_coding,-0.37645864,-4.1455765,4.3328833e-05,4.1455765
KAT6B,protein_coding,-0.29520166,-4.145133,4.334552e-05,4.145133
SULT4A1,protein_coding,0.69681,4.1447296,4.5306813e-05,4.1447296
AC097505.1,lncRNA,0.23980582,4.1437683,4.3905988e-05,4.1437683
RNU6-388P,snRNA,0.4034145,4.143488,4.4512606e-05,4.143488
LRPPRC,protein_coding,0.2972889,4.142358,4.5251818e-05,4.142358
TP73,protein_coding,0.52354264,4.140648,4.5824672e-05,4.140648
LINC01554,lncRNA,0.22372276,4.1404624,4.4999637e-05,4.1404624
ANTXR2,protein_coding,0.38133287,4.140399,4.4307955e-05,4.140399
FP671120.6,lncRNA,-0.6501399,-4.1394534,4.7373313e-05,4.1394534
GALNT18,protein_coding,0.34316564,4.1386905,4.468022e-05,4.1386905
DSP,protein_coding,-0.35787928,-4.138302,4.4801083e-05,4.138302
GRAP,protein_coding,0.21132553,4.1366363,4.582646e-05,4.1366363
AC006111.2,lncRNA,-0.28043693,-4.134826,4.5309404e-05,4.134826
SMARCC2,protein_coding,0.34262562,4.13406,4.546832e-05,4.13406
COL12A1,protein_coding,-0.6530814,-4.1340446,4.54969e-05,4.1340446
UACA,protein_coding,0.3919828,4.1337876,4.552822e-05,4.1337876
DCAF10,protein_coding,0.2988143,4.131743,4.648567e-05,4.131743
CD1D,protein_coding,0.30985594,4.131541,4.763568e-05,4.131541
ZNF366,protein_coding,-0.23152113,-4.131236,4.6320216e-05,4.131236
DM1-AS,lncRNA,0.32202613,4.1311727,4.6418747e-05,4.1311727
GSC,protein_coding,0.5093894,4.1309023,4.693268e-05,4.1309023
RNU6-623P,snRNA,-0.37918812,-4.1306515,4.602689e-05,4.1306515
ZSCAN30,protein_coding,0.3229699,4.129812,4.6733738e-05,4.129812
DEXI,protein_coding,-0.2891122,-4.1278043,4.6567733e-05,4.1278043
MIR497HG,lncRNA,-0.30185962,-4.127755,4.7089372e-05,4.127755
KIAA1958,protein_coding,-0.378165,-4.127402,4.6642162e-05,4.127402
ABCC9,protein_coding,-0.426512,-4.127157,4.669034e-05,4.127157
MIRLET7I,miRNA,-0.43339443,-4.12664,4.709916e-05,4.12664
EFR3A,protein_coding,0.3002925,4.1266074,4.7685084e-05,4.1266074
AGO1,protein_coding,-0.35224986,-4.1251745,4.735227e-05,4.1251745
PIWIL4,protein_coding,0.31656086,4.1245084,4.814447e-05,4.1245084
BCAS4,protein_coding,0.265985,4.124435,4.7295707e-05,4.124435
AC011481.3,TEC,0.29878628,4.1240225,5.1076135e-05,4.1240225
TSTD1,protein_coding,0.65453124,4.1234074,4.88978e-05,4.1234074
B3GALT1,protein_coding,0.43329763,4.122563,4.776505e-05,4.122563
AL133523.1,lncRNA,0.3516996,4.121652,4.7945927e-05,4.121652
PYGM,protein_coding,0.5938275,4.120983,4.8809467e-05,4.120983
AC010424.1,processed_pseudogene,0.570464,4.117816,4.897574e-05,4.117816
TGFBI,protein_coding,0.6347232,4.1170855,4.894912e-05,4.1170855
MYLIP,protein_coding,0.4046631,4.116681,4.8752063e-05,4.116681
ZNF619,protein_coding,-0.27002048,-4.1158943,4.9550006e-05,4.1158943
LINC01679,lncRNA,0.33621132,4.1153064,4.980392e-05,4.1153064
UTP25,protein_coding,0.26406217,4.1150384,4.9344926e-05,4.1150384
RIMKLB,protein_coding,0.40273476,4.113703,4.977974e-05,4.113703
NEO1,protein_coding,0.37849617,4.1134415,4.9531776e-05,4.1134415
AL606760.1,lncRNA,0.23017955,4.1132402,4.9794602e-05,4.1132402
AKAP11,protein_coding,-0.3691182,-4.1130414,5.056074e-05,4.1130414
EXOSC6,protein_coding,0.29025984,4.1129613,5.0454833e-05,4.1129613
AC117395.1,lncRNA,-0.28979152,-4.1127253,4.9728267e-05,4.1127253
AC019080.3,lncRNA,-0.3198719,-4.112289,4.964215e-05,4.112289
OSBP2,protein_coding,0.38044262,4.1121716,4.980787e-05,4.1121716
ATE1-AS1,transcribed_unitary_pseudogene,0.43140066,4.1115274,5.213757e-05,4.1115274
NEXMIF,protein_coding,-0.51446617,-4.110187,5.0120816e-05,4.110187
EMC3-AS1,transcribed_unprocessed_pseudogene,-0.31916928,-4.110041,5.0127863e-05,4.110041
ARG1,protein_coding,-0.2226299,-4.109736,5.046591e-05,4.109736
KIDINS220,protein_coding,-0.3754897,-4.1095715,5.023273e-05,4.1095715
AC004232.2,TEC,-0.33495355,-4.108562,5.0645423e-05,4.108562
RNF19A,protein_coding,0.41272497,4.1075816,5.064177e-05,4.1075816
TMEM132E,protein_coding,0.6813171,4.107047,5.16702e-05,4.107047
MEMO1,protein_coding,0.1810931,4.1061783,5.3139476e-05,4.1061783
ANLN,protein_coding,0.42632008,4.1049385,5.145967e-05,4.1049385
RNU6-431P,snRNA,-0.3555048,-4.1048036,5.1198527e-05,4.1048036
AP000553.1,lncRNA,-0.30722046,-4.1047487,5.1227744e-05,4.1047487
INTS1,protein_coding,0.38126802,4.1041436,5.1659914e-05,4.1041436
AC090246.1,lncRNA,0.2994604,4.1039543,5.255251e-05,4.1039543
BX284668.6,lncRNA,-0.3634267,-4.1021714,5.175847e-05,4.1021714
AC017048.3,lncRNA,0.45328492,4.0997744,5.595736e-05,4.0997744
PCDHB8,protein_coding,-0.58160305,-4.0987506,5.3185893e-05,4.0987506
LIF,protein_coding,0.7548671,4.0968122,5.345163e-05,4.0968122
ZNF230,protein_coding,0.2278018,4.096559,5.2987365e-05,4.096559
PLIN4,protein_coding,-0.3258608,-4.0964236,5.3914402e-05,4.0964236
NDUFS1,protein_coding,-0.23261976,-4.096247,5.452084e-05,4.096247
AL121612.2,lncRNA,0.29395145,4.096103,5.520724e-05,4.096103
DHX57,protein_coding,0.2826562,4.096037,5.3524574e-05,4.096037
RNA5SP498,rRNA_pseudogene,0.38545752,4.095522,5.45292e-05,4.095522
LINC01004,lncRNA,0.37968707,4.0951924,5.3276726e-05,4.0951924
CA5B,protein_coding,0.32316446,4.09433,5.478938e-05,4.09433
MIR4728,miRNA,-0.36829847,-4.0933223,5.3906373e-05,4.0933223
AP001469.3,lncRNA,0.31885386,4.091994,5.4196356e-05,4.091994
LINC01238,lncRNA,-0.38676977,-4.091359,5.427108e-05,4.091359
COL7A1,protein_coding,-0.50884223,-4.090686,5.425604e-05,4.090686
AC024995.1,processed_pseudogene,-0.3985728,-4.0905285,5.4476535e-05,4.0905285
SNORA9B,snoRNA,-0.39289463,-4.089046,5.497222e-05,4.089046
UPF1,protein_coding,0.32606316,4.088532,5.488824e-05,4.088532
SHISA9,protein_coding,0.47628427,4.087792,5.6539076e-05,4.087792
NXPH2,protein_coding,0.42803472,4.087777,5.782426e-05,4.087777
AL109615.3,lncRNA,0.34354067,4.086917,5.699288e-05,4.086917
LRRC6,protein_coding,0.34183073,4.084874,5.719799e-05,4.084874
IFITM3P6,transcribed_processed_pseudogene,0.30174768,4.084555,5.6376695e-05,4.084555
MYO1F,protein_coding,0.37718344,4.084482,5.5944798e-05,4.084482
ASTE1,protein_coding,0.24012852,4.0837846,5.6698493e-05,4.0837846
XPO1,protein_coding,0.32270622,4.083445,5.820302e-05,4.083445
TBL1XR1,protein_coding,0.32550573,4.0826793,5.9234088e-05,4.0826793
NTN4,protein_coding,0.5686357,4.082519,5.7169305e-05,4.082519
SHF,protein_coding,0.3659811,4.0818696,5.6690318e-05,4.0818696
AL513175.2,processed_pseudogene,0.21034479,4.0818563,5.629261e-05,4.0818563
DGKB,protein_coding,-0.53926396,-4.081637,5.6485886e-05,4.081637
AL390879.1,transcribed_unprocessed_pseudogene,0.30311704,4.081298,5.6380934e-05,4.081298
SLF1,protein_coding,0.30030894,4.079471,5.807956e-05,4.079471
PRKCE,protein_coding,-0.319381,-4.0792027,5.686374e-05,4.0792027
ZNF192P1,transcribed_unprocessed_pseudogene,-0.3090762,-4.0787373,5.7022236e-05,4.0787373
SCN2A,protein_coding,-0.35591185,-4.078426,5.716972e-05,4.078426
RASGRP3-AS1,lncRNA,-0.2848913,-4.078205,5.709749e-05,4.078205
CYP1B1,protein_coding,0.6791413,4.0781655,5.795697e-05,4.0781655
UBE2FP3,processed_pseudogene,-0.35092545,-4.077756,5.7829497e-05,4.077756
IFI44L,protein_coding,0.6933582,4.0770936,5.859991e-05,4.0770936
AC011139.1,lncRNA,-0.2705679,-4.076211,5.7725414e-05,4.076211
HILPDA,protein_coding,0.57307386,4.0755672,5.836514e-05,4.0755672
LAMA3,protein_coding,-0.3506118,-4.075426,5.8181307e-05,4.075426
VGLL4,protein_coding,0.3244543,4.075351,5.807319e-05,4.075351
GLCE,protein_coding,0.31487513,4.075147,5.784993e-05,4.075147
PLEKHA7,protein_coding,0.39463687,4.0748987,5.8558566e-05,4.0748987
AL451085.2,lncRNA,0.17151272,4.073507,6.014121e-05,4.073507
PNMA3,protein_coding,0.509719,4.0730815,6.0274713e-05,4.0730815
C8orf31,lncRNA,0.26610303,4.072665,5.856177e-05,4.072665
PLA2G4C,protein_coding,0.3218627,4.071957,5.857648e-05,4.071957
RNU6-476P,snRNA,-0.38292974,-4.0717187,5.8658818e-05,4.0717187
NLGN1,protein_coding,-0.4070301,-4.0712986,5.8747093e-05,4.0712986
FAM117B,protein_coding,0.35162807,4.0712147,5.8952217e-05,4.0712147
TTC39B,protein_coding,-0.28086782,-4.071053,5.8790654e-05,4.071053
IDO1,protein_coding,0.39083576,4.06999,6.357073e-05,4.06999
PTBP2,protein_coding,0.35112047,4.069804,5.9628957e-05,4.069804
CCDC169,protein_coding,0.27283037,4.0689664,5.9560927e-05,4.0689664
HMGA1P4,lncRNA,-0.32814515,-4.068822,5.936261e-05,4.068822
NMNAT2,protein_coding,0.55741215,4.067724,6.100324e-05,4.067724
TMSB15B-AS1,lncRNA,-0.26188493,-4.066668,5.9851114e-05,4.066668
AL731563.3,lncRNA,-0.23781127,-4.066217,6.0340473e-05,4.066217
AP000553.7,unitary_pseudogene,0.5245067,4.0657287,6.1473795e-05,4.0657287
GPR141,protein_coding,-0.30166215,-4.0653834,6.026571e-05,4.0653834
C17orf49,protein_coding,0.21270347,4.0649014,6.0423936e-05,4.0649014
SMC2,protein_coding,0.4200101,4.0636683,6.0727612e-05,4.0636683
BSPRY,protein_coding,0.22850025,4.063202,6.463247e-05,4.063202
AC132008.1,processed_pseudogene,0.41801476,4.0625777,6.159248e-05,4.0625777
TF,protein_coding,0.669796,4.062185,6.208466e-05,4.062185
NDUFA9,protein_coding,0.21526074,4.0620093,6.152142e-05,4.0620093
SUGP2,protein_coding,0.35726643,4.061328,6.123477e-05,4.061328
HPSE,protein_coding,0.42242074,4.0588427,6.245474e-05,4.0588427
AC012467.1,lncRNA,-0.36887527,-4.0586057,6.185611e-05,4.0586057
GPAT2,protein_coding,-0.22000557,-4.058491,6.209729e-05,4.058491
AC211476.6,lncRNA,-0.25617373,-4.0582337,6.2004874e-05,4.0582337
KCNJ11,protein_coding,0.44627273,4.057968,6.357917e-05,4.057968
ULBP1,protein_coding,0.42164224,4.057617,6.543844e-05,4.057617
HOXD12,protein_coding,0.27853537,4.0562606,6.738346e-05,4.0562606
TYW1,protein_coding,0.288908,4.0558076,6.264684e-05,4.0558076
SLC25A34,protein_coding,0.3230201,4.0557804,6.3265805e-05,4.0557804
XKR4,protein_coding,-0.39638174,-4.0547895,6.282271e-05,4.0547895
AC084864.1,lncRNA,0.40628028,4.0546765,6.8838504e-05,4.0546765
PCNT,protein_coding,-0.36460018,-4.0546002,6.292078e-05,4.0546002
SMG1P2,transcribed_unprocessed_pseudogene,-0.18721342,-4.05436,6.462666e-05,4.05436
SPATA18,protein_coding,0.53129315,4.0539427,6.4595086e-05,4.0539427
SCARF1,protein_coding,0.28492713,4.0532827,6.344865e-05,4.0532827
ANKRD17,protein_coding,-0.3502102,-4.052875,6.349706e-05,4.052875
KBTBD7,protein_coding,0.31724167,4.0518136,6.3868814e-05,4.0518136
H2BC20P,transcribed_unprocessed_pseudogene,-0.37351203,-4.050704,6.389505e-05,4.050704
RRBP1,protein_coding,0.4196601,4.050626,6.3942774e-05,4.050626
CFB,protein_coding,-0.22630924,-4.0503287,6.4552274e-05,4.0503287
GPR179,protein_coding,-0.2416557,-4.0503135,6.404188e-05,4.0503135
TLCD2,protein_coding,0.3129742,4.049875,6.522093e-05,4.049875
NPHP4,protein_coding,0.26598978,4.048992,6.432072e-05,4.048992
Y_RNA,misc_RNA,0.35021573,4.048991,6.6632645e-05,4.048991
AC002116.2,lncRNA,-0.18494457,-4.048952,6.438428e-05,4.048952
TCEA3,protein_coding,0.4751711,4.0488,6.762472e-05,4.0488
CAMSAP1,protein_coding,-0.33261108,-4.0484324,6.5060936e-05,4.0484324
IGLV3-19,IG_V_gene,0.75313056,4.0478296,6.7526904e-05,4.0478296
AC091057.1,lncRNA,0.3532468,4.0470195,6.502758e-05,4.0470195
AC061999.1,TEC,0.33541548,4.0469685,6.668714e-05,4.0469685
CHI3L2,protein_coding,0.89158344,4.0467625,6.537033e-05,4.0467625
TMLHE,protein_coding,-0.20554733,-4.046115,6.5477e-05,4.046115
STK10,protein_coding,0.32934403,4.046077,6.510685e-05,4.046077
VDAC1P8,transcribed_processed_pseudogene,0.20565653,4.0460424,6.509814e-05,4.0460424
MADD,protein_coding,0.32540607,4.0457244,6.519916e-05,4.0457244
ZNF687-AS1,lncRNA,0.15681297,4.0452113,6.532152e-05,4.0452113
AC116036.2,lncRNA,0.28340417,4.044919,6.668231e-05,4.044919
ARVCF,protein_coding,0.44639063,4.044651,6.609256e-05,4.044651
TMEM144,protein_coding,0.55597997,4.0431776,6.649027e-05,4.0431776
AC090517.5,lncRNA,0.15145034,4.0427227,6.6069966e-05,4.0427227
RBFADN,lncRNA,-0.20415217,-4.0408015,6.666631e-05,4.0408015
RBM6,protein_coding,0.39848948,4.0398893,6.674489e-05,4.0398893
BCL2L13,protein_coding,0.25159836,4.03985,6.724746e-05,4.03985
AL161911.1,processed_pseudogene,-0.31648648,-4.0393,6.7275236e-05,4.0393
FBXL4,protein_coding,-0.27100182,-4.038131,6.893884e-05,4.038131
PPP3CC,protein_coding,0.23628378,4.037952,6.752876e-05,4.037952
PIK3C2A,protein_coding,-0.3725009,-4.037489,6.836616e-05,4.037489
MOK,protein_coding,0.29320836,4.0371156,6.751627e-05,4.0371156
PPM1K,protein_coding,0.34672475,4.036882,6.756787e-05,4.036882
AP003071.4,lncRNA,0.2688982,4.0363173,7.147479e-05,4.0363173
RAI14,protein_coding,0.36672497,4.036075,6.77878e-05,4.036075
CEP290,protein_coding,-0.32084107,-4.035686,6.793534e-05,4.035686
GRM2,protein_coding,0.27366138,4.0347204,7.075366e-05,4.0347204
PFKFB3,protein_coding,0.38523436,4.0336585,6.846323e-05,4.0336585
RIIAD1,protein_coding,0.3157345,4.033002,7.043221e-05,4.033002
AC108448.2,processed_pseudogene,0.27314204,4.0326824,7.053715e-05,4.0326824
AL162431.1,lncRNA,0.20616543,4.032466,6.917053e-05,4.032466
AL445307.1,lncRNA,-0.44026995,-4.032057,6.89447e-05,4.032057
VASH2,protein_coding,0.36446118,4.0318966,7.1075156e-05,4.0318966
DHX34,protein_coding,0.31436563,4.031686,6.92506e-05,4.031686
ARNILA,lncRNA,-0.20948595,-4.0311112,6.9397625e-05,4.0311112
TMEM164,protein_coding,0.29884386,4.0304184,6.941191e-05,4.0304184
NIPA1,protein_coding,0.3268981,4.0303044,6.96032e-05,4.0303044
RNU6-884P,snRNA,-0.2839767,-4.0279393,7.023502e-05,4.0279393
IGLV3-1,IG_V_gene,0.75578463,4.02779,7.630048e-05,4.02779
USP45,protein_coding,-0.28232455,-4.027692,7.173284e-05,4.027692
AL139246.4,lncRNA,-0.31515458,-4.027528,7.150312e-05,4.027528
TRAV36DV7,TR_V_gene,0.37523037,4.0274143,7.314122e-05,4.0274143
ECPAS,protein_coding,-0.32543135,-4.026343,7.05971e-05,4.026343
GRIN2A,protein_coding,-0.44269723,-4.026162,7.056287e-05,4.026162
AC007250.1,lncRNA,0.26145405,4.024979,7.320663e-05,4.024979
LINC01402,lncRNA,0.2790491,4.023807,7.382156e-05,4.023807
DLL1,protein_coding,0.6437707,4.023275,7.264747e-05,4.023275
TMEM225B,protein_coding,0.30354476,4.023124,7.341475e-05,4.023124
AL512408.1,lncRNA,0.21207744,4.022681,7.182755e-05,4.022681
ITGB8,protein_coding,-0.5098095,-4.0225267,7.1715906e-05,4.0225267
EZH1,protein_coding,0.3037138,4.0219026,7.200264e-05,4.0219026
PBX1,protein_coding,0.390558,4.021267,7.2023286e-05,4.021267
SLCO1C1,protein_coding,0.5758631,4.0206757,7.251224e-05,4.0206757
RNASEH2B,protein_coding,0.23871756,4.0195355,7.319761e-05,4.0195355
AL117344.1,processed_pseudogene,0.25930697,4.018525,7.492568e-05,4.018525
UST,protein_coding,0.43257093,4.0176725,7.3134484e-05,4.0176725
AL021707.7,lncRNA,-0.3153255,-4.017191,7.317191e-05,4.017191
CYP26B1,protein_coding,0.45850992,4.0167336,7.474801e-05,4.0167336
CLSTN2,protein_coding,-0.61669207,-4.0164647,7.345147e-05,4.0164647
TGFBRAP1,protein_coding,0.3101716,4.015362,7.372888e-05,4.015362
GSX2,protein_coding,0.65974927,4.0148726,7.665992e-05,4.0148726
ZNF736,protein_coding,-0.34201622,-4.014404,7.427732e-05,4.014404
PNISR,protein_coding,0.41433525,4.0141478,7.407558e-05,4.0141478
REPS1,protein_coding,0.3070891,4.013479,7.431705e-05,4.013479
HYKK,protein_coding,0.202358,4.01343,7.4581665e-05,4.01343
LONRF2,protein_coding,-0.4532175,-4.010445,7.570174e-05,4.010445
CASTOR2,protein_coding,-0.38878727,-4.0090046,7.56353e-05,4.0090046
TAL1,protein_coding,0.33198202,4.0082,7.605332e-05,4.0082
U52111.1,lncRNA,-0.31142175,-4.0078335,7.5999036e-05,4.0078335
AC022762.2,lncRNA,0.3073336,4.007555,7.650669e-05,4.007555
AL049836.1,lncRNA,0.2660963,4.0070643,7.966826e-05,4.0070643
CHMP4A,protein_coding,0.24350208,4.0064244,7.6851844e-05,4.0064244
HS6ST1P1,processed_pseudogene,0.25650305,4.005483,7.729657e-05,4.005483
AC099332.2,lncRNA,0.23148513,4.0054283,7.7547455e-05,4.0054283
ARHGEF40,protein_coding,0.3333559,4.003871,7.731577e-05,4.003871
FUBP1,protein_coding,0.33014965,4.0038433,7.779923e-05,4.0038433
ZNF34,protein_coding,0.24896002,4.0034127,7.744293e-05,4.0034127
ZNF592,protein_coding,0.32846498,4.003166,7.7455836e-05,4.003166
AL353135.2,lncRNA,0.29613626,4.0028644,7.9044315e-05,4.0028644
SH3GL2,protein_coding,0.75879717,4.0020323,7.916646e-05,4.0020323
KDM4B,protein_coding,0.34378004,4.001593,7.843656e-05,4.001593
KIAA1614,protein_coding,-0.30321264,-4.001526,7.798018e-05,4.001526
AC131212.2,TEC,-0.28980452,-4.0014443,7.81212e-05,4.0014443
MIR4502,miRNA,-0.32043204,-4.0013347,7.806636e-05,4.0013347
WIPI1,protein_coding,0.30690598,4.0004826,7.828277e-05,4.0004826
KLHDC1,protein_coding,0.2619977,4.0002446,7.886006e-05,4.0002446
LINC01353,lncRNA,0.23055285,4.000244,8.401898e-05,4.000244
ABCA3,protein_coding,0.41061878,4.000103,7.8783814e-05,4.000103
MTHFS,protein_coding,0.14160717,3.9991732,7.969817e-05,3.9991732
COL26A1,protein_coding,0.5439774,3.9989634,8.237105e-05,3.9989634
AL450345.1,lncRNA,0.5244488,3.997983,8.580615e-05,3.997983
TXLNB,protein_coding,0.4873109,3.9977906,7.9568075e-05,3.9977906
EPHA2,protein_coding,0.4674244,3.9974632,7.966369e-05,3.9974632
ZNF763,protein_coding,0.22071028,3.9965672,7.95362e-05,3.9965672
EXD3,protein_coding,0.30645537,3.9962409,7.9633865e-05,3.9962409
AC092112.1,lncRNA,0.42727757,3.996212,8.113885e-05,3.996212
NR1D2,protein_coding,0.35058737,3.995455,8.00561e-05,3.995455
AL359532.1,lncRNA,0.1796732,3.9951284,8.014862e-05,3.9951284
FEM1A,protein_coding,0.2556827,3.9950607,8.0578364e-05,3.9950607
MPPE1,protein_coding,0.20846581,3.9947689,8.182138e-05,3.9947689
SEMA5A,protein_coding,-0.51631355,-3.9941192,8.038183e-05,3.9941192
HAP1,protein_coding,0.55860233,3.993232,8.134491e-05,3.993232
AC097359.1,processed_pseudogene,-0.2614135,-3.9930618,8.1069324e-05,3.9930618
C17orf113,protein_coding,0.30371082,3.9929297,8.124517e-05,3.9929297
AL590428.1,lncRNA,-0.32176894,-3.9927714,8.082994e-05,3.9927714
USP47,protein_coding,-0.37126112,-3.9917595,8.1079736e-05,3.9917595
SPATA3-AS1,lncRNA,0.15776855,3.9916894,8.219891e-05,3.9916894
RPL22P3,processed_pseudogene,-0.29700756,-3.9910514,8.2496736e-05,3.9910514
PTPN5,protein_coding,0.54882824,3.990887,8.4954176e-05,3.990887
AC097358.2,lncRNA,-0.21612155,-3.9901164,8.191361e-05,3.9901164
GIMAP6,protein_coding,0.3169217,3.989757,8.2411236e-05,3.989757
NAV2,protein_coding,-0.43945122,-3.989369,8.185639e-05,3.989369
AC007038.1,lncRNA,0.3572135,3.9884427,8.298568e-05,3.9884427
RASGEF1A,protein_coding,0.38975787,3.9881263,8.3755185e-05,3.9881263
NPR1,protein_coding,0.43872464,3.9878187,8.476777e-05,3.9878187
DUSP9,protein_coding,0.40497243,3.9865143,8.620958e-05,3.9865143
Z93930.2,lncRNA,-0.22863734,-3.9859645,8.3018196e-05,3.9859645
TOB1-AS1,lncRNA,0.17927653,3.985756,8.428518e-05,3.985756
VWA5B2,protein_coding,0.2917236,3.9850907,8.524525e-05,3.9850907
ZNF350-AS1,lncRNA,-0.3440981,-3.9850576,8.3955645e-05,3.9850576
ANKRD24,protein_coding,0.39135718,3.9846728,8.533162e-05,3.9846728
DHX38,protein_coding,0.3654027,3.9840682,8.375615e-05,3.9840682
RAP2C-AS1,lncRNA,0.2172836,3.982563,8.448175e-05,3.982563
FAM149A,protein_coding,0.3240912,3.9816053,8.4531195e-05,3.9816053
CRACD,protein_coding,-0.4929192,-3.981466,8.5533866e-05,3.981466
FHL5,protein_coding,0.3496735,3.9813092,8.460786e-05,3.9813092
RNU7-171P,snRNA,0.43406105,3.980599,8.701506e-05,3.980599
ERBIN,protein_coding,-0.37874842,-3.9796543,8.549567e-05,3.9796543
RHOBTB3,protein_coding,0.3621192,3.9792688,8.561623e-05,3.9792688
AL714022.1,processed_pseudogene,0.30863106,3.978401,8.834182e-05,3.978401
ZFYVE28,protein_coding,0.26549268,3.978273,8.558405e-05,3.978273
RBM5,protein_coding,0.31605053,3.977761,8.575551e-05,3.977761
NRDE2,protein_coding,-0.24114585,-3.9767947,8.636107e-05,3.9767947
Y_RNA,misc_RNA,-0.4359392,-3.9753058,8.6602435e-05,3.9753058
ARHGEF2,protein_coding,0.3414774,3.9734948,8.74634e-05,3.9734948
TMX2P1,processed_pseudogene,-0.30732632,-3.9724884,8.814507e-05,3.9724884
AC019205.1,lncRNA,0.2695887,3.9724154,8.7610846e-05,3.9724154
LRRTM3,protein_coding,0.48287344,3.972211,8.878952e-05,3.972211
AC022893.1,lncRNA,-0.2735148,-3.9720166,8.804672e-05,3.9720166
AP001021.1,lncRNA,0.44105208,3.9719758,9.22004e-05,3.9719758
CAMK1D,protein_coding,0.34526372,3.9708116,8.8179964e-05,3.9708116
LINC00622,lncRNA,0.26321107,3.9701579,8.926134e-05,3.9701579
AL157823.2,lncRNA,-0.4381255,-3.9696178,8.872244e-05,3.9696178
AC015936.1,lncRNA,-0.3389948,-3.9694552,8.87464e-05,3.9694552
ADAMTS7,protein_coding,0.4334309,3.968241,9.1278365e-05,3.968241
AOC2,protein_coding,-0.2632321,-3.9682152,8.911378e-05,3.9682152
RUFY2,protein_coding,0.27012777,3.968005,9.113354e-05,3.968005
TYW1B,protein_coding,-0.3571067,-3.967684,9.183484e-05,3.967684
LINC00535,lncRNA,-0.1947887,-3.9675372,8.947661e-05,3.9675372
AC022960.2,lncRNA,-0.21816692,-3.9672086,9.055077e-05,3.9672086
TLR3,protein_coding,0.34749174,3.9672022,8.964616e-05,3.9672022
N4BP2L2,protein_coding,-0.31641722,-3.9666772,9.122117e-05,3.9666772
PTEN,protein_coding,0.35522723,3.9666073,9.122615e-05,3.9666073
CPA4,protein_coding,0.39905655,3.9658756,9.2219794e-05,3.9658756
PTPRT,protein_coding,-0.5391053,-3.9658444,8.994474e-05,3.9658444
TSPAN1,protein_coding,0.24033427,3.965804,9.416399e-05,3.965804
SMTNL1,protein_coding,-0.41992295,-3.9652483,9.068155e-05,3.9652483
SYT14,protein_coding,-0.30639184,-3.9646435,9.04631e-05,3.9646435
ENDOD1,protein_coding,0.35650492,3.9644785,9.071176e-05,3.9644785
AC010095.1,processed_pseudogene,-0.26272896,-3.9642968,9.05202e-05,3.9642968
CADM2,protein_coding,0.6160104,3.9630725,9.1541224e-05,3.9630725
ROCK2,protein_coding,-0.35935163,-3.9618986,9.2494905e-05,3.9618986
PTER,protein_coding,0.38274932,3.9616132,9.430139e-05,3.9616132
SOX11,protein_coding,0.6848097,3.960523,9.217459e-05,3.960523
AL118505.1,lncRNA,0.5647991,3.9591722,9.471551e-05,3.9591722
NEURL1B,protein_coding,0.44818115,3.9585316,9.3191484e-05,3.9585316
CUBN,protein_coding,-0.2921661,-3.9560046,9.360035e-05,3.9560046
DCLK1,protein_coding,0.5081744,3.9558725,9.365362e-05,3.9558725
DGCR8,protein_coding,0.344105,3.955503,9.376475e-05,3.955503
OSBPL6,protein_coding,0.31741238,3.9549055,9.399303e-05,3.9549055
LINC02134,lncRNA,0.37575716,3.9546916,9.6925956e-05,3.9546916
SLC25A48,protein_coding,0.41527623,3.9542394,9.7209086e-05,3.9542394
DAB1,protein_coding,0.42025983,3.9538822,9.756108e-05,3.9538822
AC083855.2,lncRNA,0.45272207,3.9532864,9.8947196e-05,3.9532864
AL158151.2,lncRNA,-0.23079604,-3.9518635,9.625453e-05,3.9518635
AC121761.2,lncRNA,0.2890103,3.9516997,9.5388445e-05,3.9516997
ZNF281,protein_coding,0.3283682,3.948703,9.806998e-05,3.948703
FBXL14,protein_coding,0.31114912,3.9468215,9.7352735e-05,3.9468215
GPR37,protein_coding,0.5912895,3.946805,9.724039e-05,3.946805
SCFD1,protein_coding,0.23769116,3.9448793,9.990022e-05,3.9448793
