gene,gene_type,log2FC_g0_minus_g1,t,p,abs_t
RNU2-33P,snRNA,-0.2729884,-3.943922,9.816824e-05,3.943922
MAP2K6,protein_coding,-0.3176496,-3.942305,0.000100268786,3.942305
AC108059.1,processed_pseudogene,-0.28494358,-3.9417362,9.941125e-05,3.9417362
SH3BP2,protein_coding,0.3215227,3.9414172,9.926184e-05,3.9414172
C2orf74,protein_coding,0.20422518,3.9412367,9.953839e-05,3.9412367
ZNF704,protein_coding,-0.4838221,-3.9398444,9.983503e-05,3.9398444
ZNF138,protein_coding,0.37777734,3.9396844,0.00010232988,3.9396844
HCAR1,protein_coding,0.24778593,3.9381409,0.00010473779,3.9381409
Y_RNA,misc_RNA,-0.41390204,-3.938079,0.00010047832,3.938079
LUZP1,protein_coding,-0.29781651,-3.9374344,0.0001008477,3.9374344
UBQLNL,protein_coding,0.23716348,3.9356935,0.000104548766,3.9356935
AC008747.1,lncRNA,0.20587844,3.9349213,0.00010399913,3.9349213
TREM1,protein_coding,0.6042743,3.934762,0.000104729166,3.934762
POLE2,protein_coding,0.3606367,3.9346275,0.00010205051,3.9346275
CNDP1,protein_coding,0.72703123,3.9341974,0.000104578,3.9341974
RABGEF1,protein_coding,0.17298925,3.933322,0.00010269203,3.933322
PAPLN,protein_coding,-0.5141227,-3.9328606,0.00010290893,3.9328606
AC245140.1,lncRNA,0.22591954,3.9325142,0.000103969345,3.9325142
CCL7,protein_coding,0.4930063,3.9299545,0.00011233764,3.9299545
ADAM11,protein_coding,0.39527154,3.9265468,0.000106982145,3.9265468
AC079210.1,lncRNA,-0.30757082,-3.92642,0.00010529332,3.92642
AC004148.1,lncRNA,0.44819593,3.925751,0.00010604183,3.925751
USHBP1,protein_coding,0.23334396,3.923953,0.00010833391,3.923953
C2orf50,protein_coding,0.38004887,3.923518,0.00010921235,3.923518
TMEM39A,protein_coding,0.2826581,3.9234827,0.00010698193,3.9234827
GCKR,protein_coding,0.24911237,3.9232888,0.0001078266,3.9232888
DCAF16,protein_coding,0.32578564,3.9221578,0.000107063126,3.9221578
AP001783.1,lncRNA,-0.3092656,-3.9214163,0.00010898044,3.9214163
ZNF394,protein_coding,-0.19963479,-3.9211705,0.00010982919,3.9211705
FBXL20,protein_coding,-0.2649474,-3.9204426,0.00010998412,3.9204426
STOX2,protein_coding,-0.39825797,-3.9202008,0.00010788436,3.9202008
AC008498.1,unprocessed_pseudogene,-0.22298771,-3.9200058,0.000107969165,3.9200058
CUL5,protein_coding,0.31313586,3.918992,0.0001135586,3.918992
PIK3CG,protein_coding,-0.31651568,-3.9187336,0.00010865911,3.9187336
MIR6819,miRNA,-0.46777272,-3.9182882,0.00010870521,3.9182882
RPL22P12,processed_pseudogene,-0.24843943,-3.9180858,0.00010899292,3.9180858
ZNF603P,unprocessed_pseudogene,0.52213645,3.9173417,0.0001129901,3.9173417
STAT3,protein_coding,0.26227045,3.9168031,0.00010938544,3.9168031
AL731533.3,lncRNA,0.38376832,3.9162364,0.00011724736,3.9162364
TNFAIP2,protein_coding,0.54944277,3.914509,0.00011179791,3.914509
RBMS2,protein_coding,0.27717638,3.9144902,0.00011124373,3.9144902
KCNJ6,protein_coding,-0.2969494,-3.9141467,0.00011050654,3.9141467
FBN2,protein_coding,-0.6437967,-3.9137747,0.00011070824,3.9137747
TTLL4,protein_coding,0.27994776,3.9137368,0.00011119756,3.9137368
AC004771.2,lncRNA,-0.25952303,-3.9128032,0.00011328617,3.9128032
ANO7L1,transcribed_unprocessed_pseudogene,0.2369718,3.9124506,0.000112126014,3.9124506
SIK1,protein_coding,0.24754113,3.912334,0.00011668901,3.912334
CCDC18,protein_coding,-0.32898426,-3.912228,0.000112430345,3.912228
EPB41L4A-DT,lncRNA,0.27369082,3.911228,0.00011198526,3.911228
PDE5A,protein_coding,-0.32362556,-3.9111884,0.00011260232,3.9111884
CCL3L3,protein_coding,0.69310904,3.9109952,0.00011526482,3.9109952
PHLPP1,protein_coding,0.39630127,3.9107728,0.00011202947,3.9107728
AL121753.2,TEC,0.28763556,3.910006,0.000112363494,3.910006
FZD6,protein_coding,0.46182895,3.9085112,0.000113558606,3.9085112
AC023632.2,lncRNA,0.18349898,3.9083908,0.000113204806,3.9083908
AC129507.1,lncRNA,0.29442847,3.9082434,0.00012046773,3.9082434
MSLN,protein_coding,0.47919345,3.9078898,0.00011821557,3.9078898
CAP1P1,processed_pseudogene,0.21280217,3.9075446,0.00011399687,3.9075446
NUDT16P1,transcribed_unitary_pseudogene,0.23595452,3.9063756,0.000116416646,3.9063756
RPS15AP14,processed_pseudogene,0.23440832,3.9056726,0.00011516149,3.9056726
PFKP,protein_coding,0.36834383,3.904428,0.00011511258,3.904428
RHBG,protein_coding,-0.40631688,-3.9021606,0.000116497715,3.9021606
HLX-AS1,lncRNA,-0.24016213,-3.9019613,0.00011636038,3.9019613
AC008875.2,lncRNA,0.33082044,3.9019055,0.00011697433,3.9019055
DACT1,protein_coding,0.36557603,3.900888,0.0001167425,3.900888
HCFC1,protein_coding,0.3439436,3.8998737,0.000117330295,3.8998737
NFIA-AS2,lncRNA,0.442477,3.8996174,0.00011951854,3.8996174
CARD9,protein_coding,0.28035092,3.8995547,0.000117652,3.8995547
FCER1A,protein_coding,0.507815,3.898729,0.00012203962,3.898729
ARAP1,protein_coding,0.3069253,3.8979359,0.00011781378,3.8979359
LINC02100,lncRNA,-0.42492676,-3.8976498,0.00011792677,3.8976498
AP000238.1,lncRNA,0.2993939,3.8971162,0.00011843272,3.8971162
AP001922.6,lncRNA,-0.3163005,-3.8970914,0.000120401484,3.8970914
LINC02182,lncRNA,0.27539456,3.894566,0.00012601975,3.894566
ACKR4,protein_coding,-0.24064046,-3.8943946,0.00012337683,3.8943946
CR769775.1,unprocessed_pseudogene,-0.34726477,-3.8941166,0.000119745666,3.8941166
STK36,protein_coding,0.35882473,3.8935633,0.000119847224,3.8935633
CCL20,protein_coding,0.59126055,3.8933566,0.00012636746,3.8933566
NIPBL-DT,lncRNA,0.3401785,3.892591,0.00012076986,3.892591
MMEL1,protein_coding,0.30725628,3.8920515,0.00012432571,3.8920515
CD22,protein_coding,0.32521594,3.891668,0.00012555372,3.891668
CASTOR1,protein_coding,-0.19239205,-3.89134,0.00012090382,3.89134
AC004241.2,lncRNA,-0.24978185,-3.889649,0.0001220557,3.889649
AC005261.1,lncRNA,0.36140776,3.8892996,0.00012247398,3.8892996
CES3,protein_coding,0.29837435,3.889106,0.0001260388,3.889106
CATSPERG,protein_coding,-0.21929097,-3.8883438,0.00012253385,3.8883438
AC002546.1,lncRNA,-0.3342917,-3.8878138,0.0001240376,3.8878138
RSKR,protein_coding,0.31620932,3.8867726,0.00012391362,3.8867726
CCL26,protein_coding,0.3713162,3.8864594,0.00012502156,3.8864594
MTHFD2P1,transcribed_processed_pseudogene,0.44810218,3.8864136,0.00013046338,3.8864136
NR2E1,protein_coding,0.5457356,3.8861628,0.00012442004,3.8861628
ELFN2,protein_coding,0.59062386,3.8857048,0.00012896043,3.8857048
AL136038.3,lncRNA,-0.18065917,-3.8853834,0.00012509443,3.8853834
PGS1,protein_coding,0.24211645,3.8847954,0.00012568136,3.8847954
TSC2,protein_coding,0.31196117,3.8827488,0.00012517105,3.8827488
SNORD93,snoRNA,-0.5107885,-3.8827043,0.00012507378,3.8827043
GRIP1,protein_coding,-0.26701587,-3.8800302,0.00012639504,3.8800302
MFAP5,protein_coding,0.41039598,3.8798544,0.0001359142,3.8798544
MCHR1,protein_coding,0.5967574,3.8796506,0.00012821253,3.8796506
AC100793.2,lncRNA,0.24962819,3.8787804,0.00012935454,3.8787804
CD84,protein_coding,-0.42186856,-3.8770092,0.00012816968,3.8770092
LINC00173,lncRNA,0.36277902,3.8749335,0.0001307487,3.8749335
ARHGAP26,protein_coding,-0.30826354,-3.8749242,0.000129371,3.8749242
AC087683.2,lncRNA,-0.29785484,-3.8737795,0.0001304723,3.8737795
ZNF845,protein_coding,-0.28230834,-3.8734546,0.00013184846,3.8734546
SEMA3F-AS1,lncRNA,-0.23299026,-3.8731344,0.00012996029,3.8731344
LINC01765,lncRNA,0.42234775,3.8730602,0.0001404589,3.8730602
NFX1,protein_coding,0.29756546,3.8726904,0.00013008402,3.8726904
ACSL6-AS1,lncRNA,0.3799131,3.8725972,0.00013487253,3.8725972
AL592494.2,lncRNA,0.3954454,3.8715732,0.00013877742,3.8715732
BX470102.1,lncRNA,-0.37588,-3.8707461,0.00013111171,3.8707461
ST8SIA6,protein_coding,0.21629292,3.8701594,0.00013384348,3.8701594
SETD5,protein_coding,0.39571428,3.8696432,0.00013172739,3.8696432
AL109615.4,lncRNA,0.34839904,3.8692431,0.00013350422,3.8692431
DCP2,protein_coding,-0.30571246,-3.8681645,0.00013676133,3.8681645
JAKMIP2-AS1,lncRNA,-0.3473149,-3.8680465,0.00013616016,3.8680465
FBXW7,protein_coding,-0.27232075,-3.8674493,0.00013296085,3.8674493
SUPT16H,protein_coding,0.36332846,3.8673573,0.00013284442,3.8673573
AP000697.1,lncRNA,-0.33140767,-3.8666804,0.00013319311,3.8666804
HOXD10,protein_coding,0.68062425,3.8665466,0.00013595384,3.8665466
AC012557.1,lncRNA,-0.2876675,-3.866467,0.00013418315,3.866467
NSG2,protein_coding,0.8718972,3.8659673,0.0001366821,3.8659673
MCPH1,protein_coding,0.22906256,3.8656342,0.00013574563,3.8656342
CHST15,protein_coding,0.3421154,3.8649766,0.00013422381,3.8649766
AC104564.3,lncRNA,0.2876587,3.8642492,0.00013760355,3.8642492
AL049648.1,lncRNA,-0.27907276,-3.8637958,0.00013476316,3.8637958
HPS4,protein_coding,0.28059483,3.8628645,0.00013545167,3.8628645
TRERF1,protein_coding,0.3228922,3.8625064,0.00013542039,3.8625064
NFATC4,protein_coding,0.41861963,3.8624454,0.00013570108,3.8624454
LINC02610,lncRNA,0.24879807,3.8620934,0.00014011939,3.8620934
IGLV2-14,IG_V_gene,0.78989303,3.8614993,0.00014178781,3.8614993
IGLV3-21,IG_V_gene,0.70047563,3.8612776,0.00014818196,3.8612776
ZNF518A,protein_coding,-0.34441996,-3.858312,0.00014209643,3.858312
SEMA4D,protein_coding,0.32886577,3.8575249,0.00013940735,3.8575249
AC010536.1,lncRNA,-0.28835487,-3.8573546,0.00013814526,3.8573546
FBXO42,protein_coding,0.24558401,3.8571758,0.0001397412,3.8571758
LRRC18,protein_coding,-0.27466786,-3.8570182,0.0001403423,3.8570182
AC108463.2,lncRNA,-0.29393643,-3.8568764,0.00013840468,3.8568764
AC079922.1,processed_pseudogene,0.27292085,3.8559833,0.00013907098,3.8559833
ATP5MGP3,processed_pseudogene,0.20439124,3.855318,0.00014105442,3.855318
HOXD-AS2,lncRNA,0.3215233,3.8550355,0.0001434719,3.8550355
AC080013.2,lncRNA,0.23246211,3.8544347,0.00014014923,3.8544347
BTNL9,protein_coding,0.39241493,3.8542616,0.00014329918,3.8542616
GABRQ,protein_coding,0.52473545,3.8541174,0.00014407848,3.8541174
AP003071.5,protein_coding,0.29531634,3.8538387,0.000142755,3.8538387
NR4A3,protein_coding,0.36426258,3.853708,0.00014018062,3.853708
CDKL1,protein_coding,-0.2297461,-3.8536468,0.00014190678,3.8536468
AL355480.1,pseudogene,0.43636167,3.8535364,0.00014236993,3.8535364
SEMA3G,protein_coding,0.34507847,3.853383,0.00014272927,3.853383
AC090625.2,lncRNA,-0.3352672,-3.8532307,0.00014180184,3.8532307
AC022296.3,processed_pseudogene,-0.26186812,-3.8530002,0.00014083635,3.8530002
KIAA1586,protein_coding,0.32116914,3.85293,0.00014438336,3.85293
ALG12,protein_coding,0.23069811,3.851857,0.0001411893,3.851857
ZNF804A,protein_coding,0.45728314,3.8509405,0.00014462718,3.8509405
WDR37,protein_coding,0.2692485,3.849516,0.00014266133,3.849516
ZSWIM6,protein_coding,0.27206564,3.8494318,0.00014350297,3.8494318
RGR,protein_coding,0.42112982,3.84865,0.00014758359,3.84865
METTL16,protein_coding,0.26628757,3.8486078,0.00014302225,3.8486078
AC026202.2,lncRNA,-0.28491676,-3.8480973,0.00014333305,3.8480973
LINC01535,lncRNA,-0.336766,-3.8459878,0.00014457715,3.8459878
AC037487.3,processed_pseudogene,0.36281812,3.8443959,0.00014772532,3.8443959
PPARA,protein_coding,-0.27784872,-3.843582,0.00014656846,3.843582
LINC01338,lncRNA,0.43661892,3.8431647,0.00015192929,3.8431647
AC011498.6,lncRNA,0.26964724,3.8425045,0.0001506277,3.8425045
RWDD3,protein_coding,0.24623561,3.8419724,0.00014882261,3.8419724
PYGL,protein_coding,0.36426258,3.8409765,0.00014768422,3.8409765
DLX6,protein_coding,0.5227461,3.8397923,0.00015868663,3.8397923
SGTB,protein_coding,0.25215244,3.8387399,0.0001503209,3.8387399
NVL,protein_coding,0.26139736,3.8348973,0.00015153877,3.8348973
PEAK1,protein_coding,-0.31601596,-3.8347993,0.00015085524,3.8347993
CBX2,protein_coding,0.4926536,3.8321218,0.00015341697,3.8321218
GLI3,protein_coding,0.44054604,3.8312376,0.00015407894,3.8312376
IGLV2-8,IG_V_gene,0.50539905,3.8309996,0.00016794595,3.8309996
SLC16A5,protein_coding,0.239362,3.830775,0.00015373802,3.830775
IL1A,protein_coding,0.3555739,3.8292613,0.00016134226,3.8292613
AC117490.2,lncRNA,0.24209839,3.8286963,0.00015583966,3.8286963
NAGS,protein_coding,0.21684992,3.8285577,0.00015486735,3.8285577
TMEM241,protein_coding,0.24394894,3.8283987,0.00015492423,3.8283987
NADSYN1,protein_coding,0.22587538,3.828012,0.00015557255,3.828012
AC011005.4,lncRNA,0.37819517,3.827794,0.000159054,3.827794
MBD5,protein_coding,-0.25372732,-3.8265483,0.00015941738,3.8265483
AC010331.1,lncRNA,0.25204635,3.8260028,0.00015703173,3.8260028
RNF149,protein_coding,0.3600576,3.8251565,0.0001575825,3.8251565
HLA-J,transcribed_unprocessed_pseudogene,0.18588191,3.8250673,0.00015729856,3.8250673
ZBTB21,protein_coding,0.2931342,3.8239455,0.0001574908,3.8239455
PALD1,protein_coding,0.34287453,3.822277,0.00015839959,3.822277
AC013391.3,lncRNA,0.49140215,3.820947,0.00016168681,3.820947
FAN1,protein_coding,-0.2698834,-3.8207467,0.00015972965,3.8207467
AC010677.1,processed_pseudogene,0.18973446,3.8203208,0.00016500641,3.8203208
C7orf57,protein_coding,0.6539645,3.8200936,0.00016717528,3.8200936
SYN2,protein_coding,0.5733638,3.8197138,0.00016315594,3.8197138
WDR62,protein_coding,0.39992404,3.819509,0.00016312803,3.819509
AC015819.1,lncRNA,0.18740386,3.81944,0.00016192943,3.81944
PRF1,protein_coding,0.47788978,3.8166075,0.00016553894,3.8166075
ARRDC4,protein_coding,0.45715332,3.8152092,0.0001632383,3.8152092
AL109618.1,processed_pseudogene,0.18423486,3.8150887,0.00016318841,3.8150887
ZFP37,protein_coding,0.311965,3.8148549,0.0001630085,3.8148549
TMOD3,protein_coding,0.24474406,3.8123257,0.00016483637,3.8123257
MEIS2,protein_coding,0.42562175,3.8121955,0.00016559185,3.8121955
PIK3CA,protein_coding,-0.33981895,-3.811773,0.00016754647,3.811773
LRIG2-DT,lncRNA,-0.24839175,-3.8108025,0.000166864,3.8108025
KCNE3,protein_coding,0.3182435,3.810349,0.00016745807,3.810349
TRBJ2-3,TR_J_gene,0.400019,3.8097706,0.00017715935,3.8097706
IGHG2,IG_C_gene,0.76761484,3.8094106,0.00017390455,3.8094106
AC099850.1,lncRNA,0.2328254,3.8087249,0.00016697777,3.8087249
DRC7,protein_coding,0.37155294,3.8086574,0.00017570124,3.8086574
BCAS1,protein_coding,0.8121958,3.80762,0.00016986042,3.80762
TMEM135,protein_coding,0.24222302,3.8070464,0.00017262269,3.8070464
LINC00391,lncRNA,-0.25682783,-3.8070023,0.00016831457,3.8070023
DDX6,protein_coding,-0.2946229,-3.8060431,0.00017149748,3.8060431
VSIG4,protein_coding,0.5540495,3.8048737,0.00017175927,3.8048737
AL139351.2,lncRNA,0.28774613,3.8047118,0.00017613424,3.8047118
CAMTA1-AS1,lncRNA,-0.32066935,-3.8045287,0.00017281559,3.8045287
GTF2H2,protein_coding,0.27056742,3.8042858,0.00017195033,3.8042858
AC007240.1,snoRNA,-0.47187448,-3.8041508,0.00016988373,3.8041508
LRP2,protein_coding,-0.3782696,-3.8041015,0.00016993892,3.8041015
FOXG1-AS1,lncRNA,-0.33113563,-3.8034565,0.00017080741,3.8034565
BNC2,protein_coding,-0.3619002,-3.803308,0.00017097678,3.803308
MBNL1,protein_coding,0.28758144,3.8016253,0.00017708383,3.8016253
SYCP2L,protein_coding,-0.22661525,-3.8000848,0.00017259447,3.8000848
AC011773.4,lncRNA,-0.1993556,-3.7988849,0.00017338149,3.7988849
AC048351.1,transcribed_processed_pseudogene,0.17468047,3.797555,0.00017520043,3.797555
PDE2A,protein_coding,0.4782834,3.7968726,0.00017630313,3.7968726
RNU6-564P,snRNA,-0.40983176,-3.7960892,0.00017598008,3.7960892
HMGB1P8,processed_pseudogene,-0.21217263,-3.795728,0.00017902398,3.795728
ADAMTS17,protein_coding,-0.3261395,-3.7950127,0.00017822279,3.7950127
LONP2,protein_coding,-0.25188398,-3.7948732,0.00017736519,3.7948732
AC027796.4,lncRNA,-0.3997295,-3.7938764,0.00017692291,3.7938764
F2RL3,protein_coding,0.27645242,3.7933953,0.00018112033,3.7933953
AL117335.1,lncRNA,-0.3368883,-3.7931652,0.00017810384,3.7931652
PKP4,protein_coding,0.35886145,3.7928808,0.00017747802,3.7928808
HOXB13,protein_coding,0.61362463,3.7918885,0.00018739128,3.7918885
PTPRG,protein_coding,-0.32740378,-3.791451,0.0001788151,3.791451
IGF2BP2,protein_coding,0.6368153,3.7904363,0.00018158203,3.7904363
FAM83H,protein_coding,0.30037498,3.7899845,0.00018351422,3.7899845
AC002310.5,TEC,0.2533077,3.7897668,0.00018175662,3.7897668
ABHD12B,protein_coding,-0.20868611,-3.7885098,0.0001813005,3.7885098
CHRNA4,protein_coding,0.35086763,3.7883847,0.00019116189,3.7883847
CECR2,protein_coding,-0.3988483,-3.788377,0.00018078015,3.788377
RPS3AP18,processed_pseudogene,0.19380355,3.7878764,0.00018092235,3.7878764
AKAP8L,protein_coding,0.3099432,3.78681,0.00018170428,3.78681
DHX29,protein_coding,0.28229332,3.7856665,0.00018693409,3.7856665
BORCS5,protein_coding,-0.24998689,-3.7847257,0.00018858828,3.7847257
AC005829.1,transcribed_unprocessed_pseudogene,0.25054288,3.784406,0.0001842256,3.784406
PDZK1,protein_coding,-0.22248447,-3.7838695,0.00018377048,3.7838695
ZBTB5,protein_coding,0.31524563,3.7836254,0.00018388322,3.7836254
HAAO,protein_coding,0.31859112,3.7826297,0.00018597442,3.7826297
PILRB,protein_coding,-0.4492221,-3.7822363,0.00019223856,3.7822363
POLK,protein_coding,-0.26766014,-3.7799728,0.00018988842,3.7799728
GSTM1,protein_coding,0.9577515,3.7794688,0.00019614582,3.7794688
AL158166.2,lncRNA,-0.2979505,-3.7790158,0.00018725409,3.7790158
AC004485.1,lncRNA,-0.30993658,-3.7781582,0.0001881543,3.7781582
MIR7152,miRNA,-0.47067815,-3.778009,0.00018843169,3.778009
LYZ,protein_coding,0.57586765,3.777886,0.00019283356,3.777886
PER3,protein_coding,0.36688852,3.7773952,0.00018906234,3.7773952
AL034346.1,lncRNA,0.18740219,3.7768283,0.00019144085,3.7768283
AKT3,protein_coding,-0.3975532,-3.776655,0.00018891305,3.776655
PPP1R3B,protein_coding,0.37828565,3.776126,0.0001892785,3.776126
AC144530.1,processed_pseudogene,-0.28824115,-3.7749119,0.00019021831,3.7749119
CCDC77,protein_coding,0.2657671,3.7741647,0.00019270809,3.7741647
HPN,protein_coding,0.24554199,3.7733219,0.00019809282,3.7733219
MAPK8IP1P2,processed_pseudogene,0.3418336,3.7730627,0.00019150868,3.7730627
CCSAP,protein_coding,0.34673738,3.7725136,0.00019208629,3.7725136
CLK4,protein_coding,0.2796018,3.7712572,0.00019472068,3.7712572
SNORD91B,snoRNA,-0.31817836,-3.7710576,0.00019414743,3.7710576
AL121890.2,lncRNA,-0.25005996,-3.7665818,0.00019658764,3.7665818
HOXC-AS2,lncRNA,0.30210942,3.7659802,0.00019981823,3.7659802
H3-2,protein_coding,-0.21002018,-3.765285,0.00019738804,3.765285
SLC24A2,protein_coding,-0.49250793,-3.764933,0.00019771198,3.764933
SLC25A24,protein_coding,0.33054686,3.7648027,0.00019767485,3.7648027
AP000692.2,lncRNA,0.18195105,3.7637053,0.00019940556,3.7637053
PLPPR3,protein_coding,0.56074476,3.7630835,0.00021008469,3.7630835
AC104653.2,lncRNA,0.25724208,3.763037,0.0002011854,3.763037
RN7SL574P,misc_RNA,-0.26115036,-3.7618399,0.00020005522,3.7618399
C6orf118,protein_coding,0.4266417,3.7617314,0.0002023151,3.7617314
AC244213.1,lncRNA,0.31073898,3.7598505,0.00020834905,3.7598505
EHBP1,protein_coding,0.2910037,3.7579842,0.00020386303,3.7579842
SYNPR,protein_coding,0.54826677,3.7569313,0.00020950666,3.7569313
SULT1B1,protein_coding,0.1766007,3.7557204,0.00020621021,3.7557204
TPM3P6,processed_pseudogene,-0.2723528,-3.755318,0.00020499452,3.755318
PRDM16,protein_coding,0.43403578,3.7552397,0.0002082429,3.7552397
IGHGP,IG_C_pseudogene,0.49701524,3.7550125,0.00022225047,3.7550125
GPR1,protein_coding,0.44199514,3.7540913,0.00021239374,3.7540913
ANGEL1,protein_coding,0.26874042,3.7539287,0.00020609854,3.7539287
AC004241.5,TEC,-0.16917145,-3.7520857,0.00020841183,3.7520857
ZBTB40,protein_coding,-0.29685378,-3.7519135,0.00020768115,3.7519135
SPOPL,protein_coding,0.27928495,3.7501433,0.00021209376,3.7501433
DUSP2,protein_coding,0.438344,3.7498696,0.00021319679,3.7498696
SLC1A2,protein_coding,-0.61973524,-3.74984,0.00020940215,3.74984
ANGPTL4,protein_coding,0.68019867,3.7497995,0.00021436953,3.7497995
ARHGDIG,protein_coding,0.5613456,3.7492447,0.00021434532,3.7492447
SMC6,protein_coding,0.3319018,3.7486203,0.00021199169,3.7486203
AC020910.6,TEC,0.2490418,3.7484717,0.00021042635,3.7484717
AP002026.1,lncRNA,-0.21199024,-3.7471583,0.00021313051,3.7471583
AC090204.1,lncRNA,0.4495349,3.7463245,0.00021563646,3.7463245
ZSCAN12,protein_coding,-0.2657671,-3.7459812,0.00021258212,3.7459812
EEF1GP1,processed_pseudogene,-0.18908101,-3.7453985,0.0002140173,3.7453985
GFOD1,protein_coding,-0.31311154,-3.744724,0.00021346354,3.744724
SLC27A6,protein_coding,0.34810227,3.744647,0.00021895925,3.744647
SIGLEC1,protein_coding,0.51642036,3.7431622,0.0002184407,3.7431622
GPR17,protein_coding,0.9598901,3.7424822,0.00022042221,3.7424822
ZFYVE9,protein_coding,-0.3092065,-3.7421029,0.00021564579,3.7421029
AC093677.2,lncRNA,0.16267782,3.7407594,0.00021728386,3.7407594
LYPLAL1-DT,lncRNA,0.15620804,3.740531,0.0002179526,3.740531
PNOC,protein_coding,0.49810624,3.740284,0.00023048381,3.740284
RGS7BP,protein_coding,-0.37690425,-3.740242,0.00021743351,3.740242
LBHD1,protein_coding,0.19102597,3.7381675,0.00021959035,3.7381675
MIR4701,miRNA,-0.4458992,-3.7377408,0.00021948833,3.7377408
VAT1L,protein_coding,0.7016363,3.7372737,0.00022095865,3.7372737
RBFA,protein_coding,0.24109054,3.7370389,0.0002248904,3.7370389
C1orf50,protein_coding,-0.23166668,-3.7369037,0.00021991892,3.7369037
AC010680.5,lncRNA,-0.28222364,-3.736863,0.00022259932,3.736863
TMEM200A,protein_coding,0.41342217,3.7361166,0.00022695777,3.7361166
PPP1R26,protein_coding,0.34542084,3.73602,0.00022098252,3.73602
AC003077.1,lncRNA,-0.25583202,-3.7352138,0.00022632432,3.7352138
AF111167.2,lncRNA,0.19710016,3.7336888,0.0002255455,3.7336888
AL031056.1,lncRNA,0.5733465,3.7318892,0.00022778657,3.7318892
COL8A2,protein_coding,0.47129583,3.7311938,0.00022776672,3.7311938
SNTG2-AS1,lncRNA,0.5573048,3.7306435,0.00023329,3.7306435
UST-AS2,lncRNA,-0.47798967,-3.7304509,0.0002260365,3.7304509
MAMDC4,protein_coding,-0.43842745,-3.7302127,0.00022694281,3.7302127
NT5DC3,protein_coding,-0.3771658,-3.7301567,0.00022565195,3.7301567
AC104447.1,TEC,-0.28226376,-3.7296195,0.00022631696,3.7296195
CCDC134,protein_coding,-0.24810171,-3.7288942,0.00022718235,3.7288942
RNU6-689P,snRNA,-0.36361492,-3.728863,0.00022766493,3.728863
PRICKLE2,protein_coding,-0.28453922,-3.7288108,0.00022737132,3.7288108
SFRP1,protein_coding,0.67198586,3.727561,0.00023273464,3.727561
AL035446.1,lncRNA,0.70699716,3.7268689,0.00023246412,3.7268689
ENPP2,protein_coding,0.58064556,3.7266304,0.00023021785,3.7266304
MRPS18CP6,processed_pseudogene,-0.23333514,-3.7252364,0.00023087373,3.7252364
