gene,depmap_column,dep_mean_GBM,dep_sd_GBM,dep_mean_nonCNS,dep_mean_all_lines,frac_GBM_lines_dependent,frac_all_lines_dependent,frac_nonCNS_lines_dependent,n_lines_measured,n_GBM_lines_measured,delta_GBM_minus_other,cohens_d,t_stat,n_GBM_lines,n_other_lines,gbm_line_sd,gbm_line_range,too_few_lines,pan_essential,tumour_dependency,therapeutic_window,passes_dependency,passes_window,passes_heterogeneity,dependency_tier
SF3B4,SF3B4 (10262),0.99919695,0.0037188483,0.99855417,0.9986258,1.0,1.0,1.0,1208,53,0.0006427765,0.049384497,0.86543787,53,1118,0.0037188483,0.022355258,False,True,1.0,0.0006427799999999539,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3B3,SF3B3 (23450),0.9912298,0.061502665,0.99897134,0.99865764,1.0,0.9991721854304636,0.9991055456171736,1208,53,-0.0077415705,-0.16033536,-0.91136247,53,1118,0.061502665,0.45210153,False,True,1.0,-0.007741539999999936,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3B2,SF3B2 (10992),0.98354656,0.05891393,0.9854298,0.98496497,1.0,0.995860927152318,0.996422182468694,1208,53,-0.0018832684,-0.034356996,-0.2287868,53,1118,0.05891393,0.43052703,False,True,1.0,-0.0018832400000000638,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3B1,SF3B1 (23451),0.98439646,0.039699174,0.9837618,0.98381114,1.0,0.9966887417218544,0.996422182468694,1208,53,0.00063467026,0.0117698815,0.10960807,53,1118,0.039699174,0.2691515,False,True,1.0,0.0006346600000000091,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3A3,SF3A3 (10946),0.99998397,6.871572e-05,0.9984406,0.99854404,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.0015433431,0.11036249,2.6089997,53,1118,6.871572e-05,0.00044125319,False,True,1.0,0.0015433700000000439,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PCNA,PCNA (5111),0.9999507,0.0003547543,0.99958223,0.99952585,1.0,1.0,1.0,1208,53,0.0003684759,0.041977946,0.9844448,53,1118,0.0003547543,0.0026074648,False,True,1.0,0.0003684699999999541,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3A2,SF3A2 (8175),0.99861914,0.003672763,0.99531186,0.99531263,1.0,1.0,1.0,1208,53,0.003307283,0.20774177,3.9647267,53,1118,0.003672763,0.01710403,False,True,1.0,0.0033072799999999125,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3A1,SF3A1 (10291),0.9980491,0.010662788,0.9971148,0.9972424,1.0,0.9983443708609272,0.998211091234347,1208,53,0.0009343028,0.032358274,0.49693486,53,1118,0.010662788,0.07657105,False,True,1.0,0.0009343000000000545,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF1,SF1 (7536),0.99999213,4.982675e-05,0.99970424,0.99972576,1.0,1.0,1.0,1208,53,0.00028789043,0.04807961,1.1363554,53,1118,4.982675e-05,0.00036364794,False,True,1.0,0.00028788999999995735,True,False,False,PAN-ESSENTIAL (no therapeutic window)
OGT,OGT (8473),0.98612326,0.021513924,0.98182976,0.9821757,1.0,0.9942052980132452,0.9937388193202148,1208,53,0.0042935014,0.084000796,1.1911452,53,1118,0.021513924,0.1286012,False,True,1.0,0.00429349999999995,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL24,RPL24 (6152),0.99950284,0.0032827493,0.9984836,0.9985683,1.0,1.0,1.0,1208,53,0.0010192394,0.14505436,1.9192872,53,1118,0.0032827493,0.024065852,False,True,1.0,0.0010192399999999768,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL26,RPL26 (6154),0.9991708,0.004492495,0.9971295,0.9972848,1.0,1.0,1.0,1208,53,0.0020412803,0.14455222,2.4065328,53,1118,0.004492495,0.032337308,False,True,1.0,0.0020413000000000237,True,False,False,PAN-ESSENTIAL (no therapeutic window)
EBNA1BP2,EBNA1BP2 (10969),0.96326923,0.048858285,0.93140805,0.9327676,1.0,0.9784768211920528,0.9785330948121646,1208,53,0.031861186,0.34794205,4.1869984,53,1118,0.048858285,0.21580362,False,True,1.0,0.03186117999999993,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRPF38B,PRPF38B (55119),0.9896629,0.059687093,0.993597,0.9935682,1.0,0.9975165562913908,0.9973166368515206,1208,53,-0.0039340854,-0.07355636,-0.473099,53,1118,0.059687093,0.43824726,False,True,1.0,-0.00393409999999994,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRPF38A,PRPF38A (84950),0.99900746,0.0050270706,0.9999378,0.99987143,1.0,1.0,1.0,1208,53,-0.0009303093,-0.25956324,-1.3467234,53,1118,0.0050270706,0.0295555,False,True,1.0,-0.0009303400000000295,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRPF31,PRPF31 (26121),0.9993216,0.0039808424,0.9988898,0.998907,1.0,1.0,1.0,1208,53,0.00043177605,0.040969715,0.6209422,53,1118,0.0039808424,0.029158175,False,True,1.0,0.0004317999999999822,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL27,RPL27 (6155),0.999648,0.0018971079,0.9995456,0.99949414,1.0,1.0,1.0,1208,53,0.00010240078,0.03018629,0.35066792,53,1118,0.0018971079,0.013823211,False,True,1.0,0.00010239999999994698,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL27A,RPL27A (6157),0.99912286,0.0045383885,0.99792546,0.9980309,1.0,1.0,1.0,1208,53,0.0011973977,0.12541087,1.6396892,53,1118,0.0045383885,0.031404495,False,True,1.0,0.001197399999999904,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRPF19,PRPF19 (27339),0.9995527,0.0026678094,0.99979407,0.99978316,1.0,1.0,1.0,1208,53,-0.0002413392,-0.090429746,-0.64348394,53,1118,0.0026678094,0.019162178,False,True,1.0,-0.00024137000000001851,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DYNC1H1,DYNC1H1 (1778),0.9887474,0.0558563,0.9947049,0.9945121,1.0,1.0,1.0,1208,53,-0.0059574842,-0.14303827,-0.7744238,53,1118,0.0558563,0.40124327,False,True,1.0,-0.005957499999999949,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SFPQ,SFPQ (6421),0.98817366,0.028914418,0.9916037,0.99104685,1.0,0.9983443708609272,0.998211091234347,1208,53,-0.003430009,-0.101598926,-0.8303005,53,1118,0.028914418,0.16462314,False,True,1.0,-0.003430040000000023,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TSR1,TSR1 (55720),0.9938872,0.012649314,0.98484886,0.98544836,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.009038329,0.25903848,4.0205145,53,1118,0.012649314,0.06166917,False,True,1.0,0.009038339999999923,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RCC1,RCC1 (1104),0.9865895,0.05587587,0.9854652,0.9858772,1.0,0.9917218543046358,0.9910554561717352,1208,53,0.0011242628,0.01548881,0.1388716,53,1118,0.05587587,0.39774168,False,True,1.0,0.001124299999999967,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL3,RPL3 (6122),1.0,0.0,0.99996394,0.9999667,1.0,1.0,1.0,1208,53,3.606081e-05,0.09205315,2.1763031,53,1118,0.0,0.0,False,True,1.0,3.606000000000442e-05,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL30,RPL30 (6156),0.9686812,0.057848334,0.9497602,0.9511187,1.0,0.9801324503311258,0.9785330948121646,1208,53,0.018921018,0.19010678,2.1442025,53,1118,0.057848334,0.32776743,False,True,1.0,0.018920999999999966,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL31,RPL31 (6160),0.9998965,0.00052246085,0.99992096,0.9999222,1.0,1.0,1.0,1208,53,-2.4437904e-05,-0.015827177,-0.25518218,53,1118,0.00052246085,0.0029443502,False,True,1.0,-2.4460000000003923e-05,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3B6,SF3B6 (51639),0.98933536,0.026909899,0.99106693,0.99101925,1.0,0.995860927152318,0.9955277280858676,1208,53,-0.0017315745,-0.038040284,-0.42344475,53,1118,0.026909899,0.1820066,False,True,1.0,-0.0017315700000000156,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL32,RPL32 (6161),0.99999976,1.7354816e-06,0.99814206,0.9982803,1.0,0.9983443708609272,0.998211091234347,1208,53,0.001857698,0.084200144,1.9907573,53,1118,1.7354816e-06,1.2755394e-05,False,True,1.0,0.0018576999999999622,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL35,RPL35 (11224),0.99689144,0.008747898,0.9910963,0.9914554,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.005795121,0.21515736,3.544423,53,1118,0.008747898,0.057365477,False,True,1.0,0.005795139999999921,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL35A,RPL35A (6165),0.9967892,0.00755935,0.99569577,0.99588674,1.0,1.0,1.0,383,25,0.0010934472,0.10261597,0.98585016,53,1118,0.00755935,0.027742743,False,True,1.0,0.0010934300000000619,True,False,False,PAN-ESSENTIAL (no therapeutic window)
INTS8,INTS8 (55656),0.9572186,0.06768444,0.90865475,0.9109702,1.0,0.9693708609271524,0.9677996422182468,1208,53,0.048563838,0.45288023,4.7872195,53,1118,0.06768444,0.41671216,False,True,1.0,0.048563850000000075,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL8,RPL8 (6132),1.0,0.0,0.99989367,0.99990135,1.0,1.0,1.0,1208,53,0.000106334686,0.07960041,1.881975,53,1118,0.0,0.0,False,True,1.0,0.00010633000000004333,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TRMT112,TRMT112 (51504),0.99896175,0.004028238,0.9964122,0.99662995,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.002549529,0.12797165,2.5473795,53,1118,0.004028238,0.02429527,False,True,1.0,0.0025495500000000115,True,False,False,PAN-ESSENTIAL (no therapeutic window)
ATP6V0C,ATP6V0C (527),0.9886188,0.052067883,0.9973265,0.99702543,1.0,0.9991721854304636,0.9991055456171736,1208,53,-0.008707702,-0.20117408,-1.2066267,53,1118,0.052067883,0.30956584,False,True,1.0,-0.008707699999999985,True,False,False,PAN-ESSENTIAL (no therapeutic window)
LYRM4,LYRM4 (57128),0.990541,0.038228568,0.96802783,0.9699504,1.0,0.9826158940397351,0.981216457960644,1208,53,0.022513151,0.26748282,3.607786,53,1118,0.038228568,0.27717417,False,True,1.0,0.02251316999999997,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL9,RPL9 (6133),0.9999987,7.939985e-06,0.9994788,0.99951035,1.0,1.0,1.0,1090,46,0.0005198717,0.1463225,3.4594202,53,1118,7.939985e-06,5.4240227e-05,False,True,1.0,0.0005199000000000176,True,False,False,PAN-ESSENTIAL (no therapeutic window)
ARL2,ARL2 (402),0.9948606,0.013391427,0.98741484,0.9880264,1.0,0.9925496688741722,0.9919499105545616,1208,53,0.0074457526,0.1392046,2.5780728,53,1118,0.013391427,0.07452047,False,True,1.0,0.007445759999999968,True,False,False,PAN-ESSENTIAL (no therapeutic window)
MTREX,MTREX (23517),0.98787504,0.038477715,0.98781395,0.9880281,1.0,0.995860927152318,0.9955277280858676,1208,53,6.109476e-05,0.0011973211,0.010925801,53,1118,0.038477715,0.24979198,False,True,1.0,6.108999999998588e-05,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SCFD1,SCFD1 (23256),0.97824407,0.061730094,0.9707991,0.97157097,1.0,0.9950331125827816,0.9946332737030412,1208,53,0.0074449778,0.10789949,0.8483976,53,1118,0.061730094,0.3365482,False,True,1.0,0.007444969999999995,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PABPN1,PABPN1 (8106),0.9805906,0.06984454,0.98819697,0.9879887,1.0,0.9975165562913908,0.9973166368515206,1208,53,-0.007606387,-0.1288566,-0.7849033,53,1118,0.06984454,0.498887,False,True,1.0,-0.007606369999999973,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DTL,DTL (51514),0.99982303,0.0007535488,0.9996775,0.9996934,1.0,1.0,1.0,1208,53,0.00014555454,0.06659389,1.0629119,53,1118,0.0007535488,0.005007386,False,True,1.0,0.0001455299999999493,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRIM1,PRIM1 (5557),0.99815494,0.007163481,0.99739856,0.9974901,1.0,1.0,1.0,1208,53,0.00075638294,0.05772149,0.6821458,53,1118,0.007163481,0.04160273,False,True,1.0,0.0007563800000000009,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DNAJC17,DNAJC17 (55192),0.9793278,0.04303017,0.9747643,0.97508997,1.0,0.995860927152318,0.9955277280858676,1208,53,0.0045635104,0.075359896,0.72300506,53,1118,0.04303017,0.23156351,False,True,1.0,0.004563499999999943,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOB1,NOB1 (28987),0.9763438,0.028139401,0.93073654,0.93408173,1.0,0.9660596026490066,0.9633273703041144,1208,53,0.04560727,0.44646603,7.9513736,53,1118,0.028139401,0.10797,False,True,1.0,0.04560726000000004,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOC3L,NOC3L (64318),0.9510899,0.08628596,0.9120716,0.9142547,1.0,0.9627483443708608,0.960644007155635,1208,53,0.039018333,0.30864707,3.061731,53,1118,0.08628596,0.46135837,False,True,1.0,0.03901830000000006,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOC4L,NOC4L (79050),0.96463364,0.07118843,0.93851423,0.9406743,1.0,0.9751655629139072,0.9731663685152058,1208,53,0.026119411,0.2461112,2.4765272,53,1118,0.07118843,0.48253173,False,True,1.0,0.026119409999999954,True,False,False,PAN-ESSENTIAL (no therapeutic window)
MTOR,MTOR (2475),0.98499215,0.021093106,0.95614487,0.95792514,1.0,0.9817880794701986,0.981216457960644,1208,53,0.028847277,0.36414406,6.5794473,53,1118,0.021093106,0.10580897,False,True,1.0,0.02884727999999992,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRELID1,PRELID1 (27166),1.0,0.0,0.9999703,0.9999725,1.0,1.0,1.0,1208,53,2.9683113e-05,0.07897308,1.8670621,53,1118,0.0,0.0,False,True,1.0,2.9700000000021376e-05,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PREB,PREB (10113),0.9448315,0.1019929,0.9090769,0.9121409,1.0,0.9677152317880796,0.9651162790697676,1208,53,0.03575456,0.27615362,2.427412,53,1118,0.1019929,0.4892943,False,True,1.0,0.03575460000000008,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC123,CDC123 (8872),0.9999682,0.00018633751,0.999117,0.9991814,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.0008511543,0.06232424,1.4721648,53,1118,0.00018633751,0.0013567209,False,True,1.0,0.0008511999999999409,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SYS1,SYS1 (90196),0.98766005,0.037598334,0.9269003,0.9316865,1.0,0.9478476821192052,0.943649373881932,1208,53,0.060759723,0.44882843,7.964989,53,1118,0.037598334,0.18620819,False,True,1.0,0.06075975,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPLP1,RPLP1 (6176),0.9721003,0.089254044,0.98787683,0.98717695,1.0,0.9991721854304636,0.9991055456171736,1208,53,-0.015776515,-0.22872004,-1.2809377,53,1118,0.089254044,0.47093827,False,True,1.0,-0.01577653000000001,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCNA2,CCNA2 (890),0.99073625,0.014531493,0.97284293,0.974074,1.0,0.98841059602649,0.9874776386404294,1208,53,0.017893314,0.28606132,5.4461207,53,1118,0.014531493,0.0642851,False,True,1.0,0.01789331999999999,True,False,False,PAN-ESSENTIAL (no therapeutic window)
STX18,STX18 (53407),0.9664447,0.048351314,0.930863,0.9331475,1.0,0.97682119205298,0.9749552772808586,1208,53,0.03558165,0.352998,4.5861177,53,1118,0.048351314,0.2459485,False,True,1.0,0.03558170000000005,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCNH,CCNH (902),0.96882445,0.05840255,0.9474769,0.94899666,1.0,0.9826158940397351,0.981216457960644,1208,53,0.021347523,0.2347428,2.447129,53,1118,0.05840255,0.3264581,False,True,1.0,0.021347549999999993,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL4,RPL4 (6124),0.9999999,9.895496e-07,0.999578,0.99960935,1.0,1.0,1.0,1208,53,0.00042188168,0.076772496,1.8151381,53,1118,9.895496e-07,7.2717667e-06,False,True,1.0,0.0004219000000000861,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RCL1,RCL1 (10171),0.92858195,0.09024614,0.89165723,0.8941884,1.0,0.9536423841059604,0.9508050089445438,1208,53,0.03692472,0.2697347,2.752925,53,1118,0.09024614,0.33397353,False,True,1.0,0.03692472000000002,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL5,RPL5 (6125),0.9999848,7.538226e-05,0.9997015,0.9997218,1.0,1.0,1.0,1208,53,0.00028330088,0.20996581,4.888122,53,1118,7.538226e-05,0.0004234314,False,True,1.0,0.00028329999999998634,True,False,False,PAN-ESSENTIAL (no therapeutic window)
HEATR1,HEATR1 (55127),0.99585456,0.013992951,0.990872,0.99128574,1.0,0.9983443708609272,0.998211091234347,1208,53,0.004982531,0.19019501,2.286876,53,1118,0.013992951,0.09279376,False,True,1.0,0.00498256000000008,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL6,RPL6 (6128),1.0,0.0,0.999698,0.99972665,1.0,1.0,1.0,381,25,0.00030201674,0.09909949,2.3430095,53,1118,0.0,0.0,False,True,1.0,0.00030200000000002447,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCT2,CCT2 (10576),0.98283374,0.033921547,0.98379076,0.9840598,1.0,0.9975165562913908,0.9973166368515206,1208,53,-0.0009570122,-0.020785457,-0.19344881,53,1118,0.033921547,0.19390535,False,True,1.0,-0.0009570199999999751,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCT8,CCT8 (10694),0.9817785,0.057548013,0.97406083,0.9750818,1.0,0.9892384105960264,0.9883720930232558,1208,53,0.007717669,0.102136746,0.92416835,53,1118,0.057548013,0.4017257,False,True,1.0,0.00771767000000001,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCT4,CCT4 (10575),0.9995618,0.0029664673,0.99932706,0.9993569,1.0,1.0,1.0,1208,53,0.00023472309,0.048988324,0.5258633,53,1118,0.0029664673,0.021807432,False,True,1.0,0.00023473999999990003,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCT5,CCT5 (22948),0.9795138,0.05767284,0.9764635,0.9756099,1.0,0.995860927152318,0.9973166368515206,1208,53,0.0030503273,0.05180032,0.37550974,53,1118,0.05767284,0.40501863,False,True,1.0,0.0030502999999999503,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DPAGT1,DPAGT1 (1798),0.99323004,0.02492254,0.97183037,0.9735736,1.0,0.9817880794701986,0.9803220035778176,1208,53,0.021399677,0.24413891,4.2877965,53,1118,0.02492254,0.17464954,False,True,1.0,0.021399669999999982,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DONSON,DONSON (29980),0.9997792,0.0010560688,0.99740005,0.99758387,1.0,0.9983443708609272,0.998211091234347,1208,53,0.002379179,0.08620686,2.0233736,53,1118,0.0010560688,0.0070196986,False,True,1.0,0.0023791499999999965,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SUPT16H,SUPT16H (11198),0.99738836,0.008022475,0.99684334,0.9969365,1.0,1.0,1.0,1208,53,0.0005450249,0.040180247,0.4471131,53,1118,0.008022475,0.043739915,False,True,1.0,0.0005450200000000072,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SUPT5H,SUPT5H (6829),0.99346274,0.010834802,0.9854199,0.9859615,1.0,0.9942052980132452,0.9937388193202148,1208,53,0.008042812,0.18372463,3.4176226,53,1118,0.010834802,0.048609674,False,True,1.0,0.008042839999999996,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL7A,RPL7A (6130),0.9996629,0.0020388258,0.998796,0.9988653,1.0,1.0,1.0,1208,53,0.00086688995,0.07738366,1.5847948,53,1118,0.0020388258,0.014772654,False,True,1.0,0.0008669000000000038,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCT6A,CCT6A (908),0.9916975,0.01830311,0.96861404,0.9704215,1.0,0.9875827814569536,0.9865831842576028,1208,53,0.023083448,0.30870178,5.7665834,53,1118,0.01830311,0.09397644,False,True,1.0,0.023083460000000056,True,False,False,PAN-ESSENTIAL (no therapeutic window)
INTS4,INTS4 (92105),0.99625695,0.010192892,0.9844913,0.98570025,1.0,0.9947780678851176,0.9942363112391932,383,25,0.011765659,0.22447088,4.5178742,53,1118,0.010192892,0.048283994,False,True,1.0,0.011765650000000072,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SUPT6H,SUPT6H (6830),0.9978058,0.0054216664,0.9974362,0.9973468,1.0,1.0,1.0,1208,53,0.0003695488,0.028663112,0.40669125,53,1118,0.0054216664,0.026550174,False,True,1.0,0.00036959999999996995,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CCT3,CCT3 (7203),1.0,0.0,0.99986285,0.99987286,1.0,1.0,1.0,1208,53,0.00013715029,0.107607394,2.544136,53,1118,0.0,0.0,False,True,1.0,0.0001371500000000303,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS7,RPS7 (6201),0.9999713,0.00012857947,0.9991391,0.9992017,1.0,1.0,1.0,1208,53,0.00083220005,0.15660395,3.6917577,53,1118,0.00012857947,0.00091838837,False,True,1.0,0.0008322000000000607,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS8,RPS8 (6202),0.9998543,0.0010502087,0.99998295,0.9999779,1.0,1.0,1.0,1208,53,-0.00012862682,-0.16756958,-0.8901997,53,1118,0.0010502087,0.0077188015,False,True,1.0,-0.00012865000000006344,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS9,RPS9 (6203),0.9998191,0.0012715444,0.9988423,0.99876636,1.0,1.0,1.0,1208,53,0.0009768009,0.1161245,2.4759936,53,1118,0.0012715444,0.00934881,False,True,1.0,0.0009767999999999999,True,False,False,PAN-ESSENTIAL (no therapeutic window)
H2BC11,H2BC11 (8970),0.9845495,0.037194677,0.98305005,0.9834377,1.0,0.9950331125827816,0.9946332737030412,1208,53,0.001499474,0.02756859,0.27304938,53,1118,0.037194677,0.24887621,False,True,1.0,0.0014994499999999578,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPSA,RPSA (3921),0.9997796,0.0010792459,0.9997998,0.99979675,1.0,1.0,1.0,320,25,-2.0205975e-05,-0.013546446,-0.1280105,53,1118,0.0010792459,0.0055075884,False,True,1.0,-2.0200000000025753e-05,True,False,False,PAN-ESSENTIAL (no therapeutic window)
