variant,gene_set,n_pcs,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,BioValidity_ARI,BioValidity_NMI,min_cluster_size,size_balance,cluster_sizes
V2,MAD_3000_PC,8,KMeans,5,0.1612,61.6,1.7336,-0.0038,0.3461,0.3945,44,0.557,"79,44,64,72,69"
V2,MAD_3000_PC,8,KMeans,6,0.1655,58.0,1.631,-0.0009,0.3232,0.3662,41,0.603,"44,48,68,59,41,68"
V2,MAD_3000_PC,8,KMeans,7,0.1654,54.1,1.5991,-0.0015,0.3342,0.3971,30,0.448,"67,60,58,42,33,38,30"
V2,MAD_3000_PC,8,Ward,3,0.1533,69.9,1.9709,-0.0031,0.2628,0.2897,79,0.541,"103,146,79"
V2,MAD_3000_PC,8,Ward,4,0.1474,58.3,1.9375,0.0001,0.2817,0.3115,32,0.219,"146,71,79,32"
V2,MAD_3000_PC,8,Ward,5,0.1292,53.9,1.8822,0.0028,0.3358,0.3188,32,0.364,"79,71,88,32,58"
V2,MAD_3000_PC,8,Ward,6,0.1312,49.2,1.9227,0.0015,0.2758,0.3066,32,0.364,"71,35,88,32,58,44"
V2,MAD_3000_PC,8,Ward,7,0.1221,46.3,1.8128,-0.0025,0.2803,0.3396,21,0.239,"35,50,88,32,58,44,21"
V2,MAD_3000_PC,8,GMM,3,0.1471,64.2,2.0807,-0.0015,0.2652,0.2775,84,0.596,"103,141,84"
V2,MAD_3000_PC,8,GMM,4,0.1277,43.4,2.2738,-0.0041,0.3144,0.291,20,0.168,"119,106,20,83"
V2,MAD_3000_PC,8,GMM,5,0.1081,45.1,2.1095,-0.0027,0.3199,0.3371,46,0.5,"78,63,46,49,92"
V2,MAD_3000_PC,8,GMM,6,0.0907,37.3,2.0355,0.0004,0.317,0.3482,33,0.418,"39,33,62,79,40,75"
V2,MAD_3000_PC,8,GMM,7,0.1474,46.7,1.6528,-0.0017,0.3695,0.3754,4,0.048,"56,48,64,4,31,41,84"
V2,MAD_3000_PC,8,Spectral,3,0.1647,73.2,1.9037,-0.0004,0.2601,0.2923,79,0.549,"144,105,79"
V2,MAD_3000_PC,8,Spectral,4,0.1497,62.1,1.8217,-0.0019,0.2759,0.3294,66,0.635,"104,87,66,71"
V2,MAD_3000_PC,8,Spectral,5,0.1498,57.8,1.7228,-0.0009,0.2889,0.386,41,0.441,"93,67,41,54,73"
V2,MAD_3000_PC,8,Spectral,6,0.1536,53.9,1.7128,-0.0015,0.2711,0.3573,32,0.368,"67,32,47,63,32,87"
V2,MAD_3000_PC,8,Spectral,7,0.1479,49.6,1.6914,0.0015,0.2936,0.3982,23,0.348,"23,64,62,33,47,33,66"
V2,MAD_3000_PC,10,KMeans,3,0.1546,69.1,2.0104,-0.0004,0.2625,0.2855,82,0.607,"135,111,82"
V2,MAD_3000_PC,10,KMeans,4,0.1508,60.8,1.9646,-0.0033,0.3327,0.3806,60,0.492,"74,72,60,122"
V2,MAD_3000_PC,10,KMeans,5,0.1478,55.1,1.8532,-0.0033,0.3418,0.3858,43,0.551,"78,68,43,62,77"
V2,MAD_3000_PC,10,KMeans,6,0.1491,51.3,1.7494,-0.0033,0.3328,0.373,42,0.592,"45,42,71,47,60,63"
V2,MAD_3000_PC,10,KMeans,7,0.1505,47.7,1.7064,-0.0006,0.3534,0.4157,32,0.492,"42,61,58,33,32,37,65"
V2,MAD_3000_PC,10,Ward,3,0.1267,53.9,2.1204,-0.005,0.1385,0.2223,59,0.339,"174,95,59"
V2,MAD_3000_PC,10,Ward,4,0.1137,49.9,2.0529,-0.0014,0.2556,0.3057,59,0.522,"95,113,59,61"
V2,MAD_3000_PC,10,Ward,5,0.1196,45.9,1.9726,0.0024,0.2848,0.3302,29,0.257,"113,61,59,66,29"
V2,MAD_3000_PC,10,Ward,6,0.118,44.6,1.8689,0.0043,0.3398,0.3686,29,0.439,"61,66,59,66,29,47"
V2,MAD_3000_PC,10,Ward,7,0.1295,41.2,1.6774,0.0044,0.3376,0.3663,4,0.061,"57,66,59,66,29,47,4"
V2,MAD_3000_PC,10,GMM,3,0.123,50.8,2.4065,-0.0052,0.2281,0.2715,73,0.459,"159,96,73"
V2,MAD_3000_PC,10,GMM,4,0.1058,38.0,3.112,-0.0049,0.321,0.3383,49,0.408,"89,49,70,120"
V2,MAD_3000_PC,10,GMM,5,0.0915,33.1,2.2032,-0.0062,0.2668,0.3025,27,0.239,"113,94,61,33,27"
V2,MAD_3000_PC,10,GMM,6,0.0678,26.9,2.3968,-0.0041,0.3001,0.3412,34,0.391,"37,75,61,87,34,34"
V2,MAD_3000_PC,10,GMM,7,0.0884,36.0,2.1544,-0.0043,0.229,0.3041,22,0.212,"23,49,54,104,22,50,26"
V2,MAD_3000_PC,10,Spectral,3,0.154,66.4,2.0052,-0.0003,0.2889,0.3364,79,0.537,"147,102,79"
V2,MAD_3000_PC,10,Spectral,4,0.1448,57.9,1.9238,-0.002,0.2798,0.3574,62,0.463,"68,64,62,134"
V2,MAD_3000_PC,10,Spectral,5,0.1311,50.0,1.8631,-0.0023,0.2808,0.3703,45,0.484,"93,73,47,70,45"
V2,MAD_3000_PC,10,Spectral,6,0.1396,47.5,1.8634,-0.0018,0.2717,0.3463,31,0.378,"69,37,48,31,61,82"
V2,MAD_3000_PC,10,Spectral,7,0.1282,43.9,1.8318,0.0007,0.2303,0.3406,29,0.433,"39,63,37,48,29,67,45"
V2,MAD_3000_PC,15,KMeans,3,0.1363,60.2,2.1748,-0.0004,0.2625,0.2855,82,0.607,"135,82,111"
V2,MAD_3000_PC,15,KMeans,4,0.1314,52.4,2.0898,-0.001,0.3235,0.3746,64,0.529,"64,71,72,121"
V2,MAD_3000_PC,15,KMeans,5,0.1274,46.9,2.0225,-0.0022,0.3277,0.3849,45,0.542,"45,83,70,67,63"
V2,MAD_3000_PC,15,KMeans,6,0.1302,43.4,1.9261,-0.0039,0.3384,0.3799,43,0.606,"59,44,64,43,71,47"
V2,MAD_3000_PC,15,KMeans,7,0.1291,40.0,1.8647,-0.0027,0.364,0.4209,30,0.462,"42,58,30,32,65,37,64"
V2,MAD_3000_PC,15,Ward,3,0.1156,50.1,2.2854,-0.0045,0.2375,0.2885,59,0.396,"120,149,59"
V2,MAD_3000_PC,15,Ward,4,0.114,44.3,2.2363,-0.0057,0.3055,0.3901,51,0.342,"149,51,59,69"
V2,MAD_3000_PC,15,Ward,5,0.0897,39.1,2.3223,-0.0046,0.3971,0.417,51,0.537,"51,95,59,69,54"
V2,MAD_3000_PC,15,Ward,6,0.0896,35.7,2.1478,-0.0039,0.4011,0.411,21,0.221,"95,69,59,30,54,21"
V2,MAD_3000_PC,15,Ward,7,0.0896,33.2,2.1585,-0.0025,0.3951,0.4361,21,0.304,"59,69,48,30,54,21,47"
V2,MAD_3000_PC,15,GMM,3,0.0675,27.0,2.9126,-0.0018,0.2212,0.2354,56,0.361,"117,155,56"
V2,MAD_3000_PC,15,GMM,4,0.0671,30.4,2.7977,-0.0029,0.2608,0.3034,51,0.375,"69,72,51,136"
V2,MAD_3000_PC,15,GMM,5,0.0884,36.2,2.2084,-0.002,0.3411,0.3609,47,0.61,"73,77,63,47,68"
V2,MAD_3000_PC,15,GMM,6,0.0952,36.8,2.1302,-0.004,0.3283,0.3355,27,0.386,"67,42,58,64,27,70"
V2,MAD_3000_PC,15,Spectral,3,0.1368,58.2,2.1607,-0.002,0.2932,0.3353,77,0.52,"148,77,103"
V2,MAD_3000_PC,15,Spectral,4,0.1248,49.6,2.129,-0.0038,0.3497,0.3683,63,0.521,"74,63,121,70"
V2,MAD_3000_PC,15,Spectral,5,0.1211,44.1,2.0588,-0.002,0.3207,0.3842,48,0.571,"66,84,61,69,48"
V2,MAD_3000_PC,15,Spectral,6,0.1242,41.1,2.0257,-0.0014,0.3158,0.3809,28,0.337,"28,66,61,51,39,83"
V2,MAD_3000_PC,15,Spectral,7,0.1209,37.3,1.9787,-0.0005,0.2902,0.3692,28,0.475,"28,52,52,35,59,59,43"
V2,MAD_3000_PC,20,KMeans,3,0.1277,55.3,2.276,-0.0013,0.2546,0.2788,80,0.588,"136,112,80"
V2,MAD_3000_PC,20,KMeans,4,0.1226,47.9,2.1985,-0.0027,0.3269,0.3606,61,0.504,"75,121,71,61"
V2,MAD_3000_PC,20,KMeans,5,0.118,42.7,2.1325,-0.0034,0.3423,0.3895,44,0.564,"44,63,78,75,68"
V2,MAD_3000_PC,20,KMeans,6,0.1203,39.3,2.0331,-0.0038,0.3438,0.3809,42,0.553,"42,59,43,76,61,47"
V2,MAD_3000_PC,20,KMeans,7,0.1263,36.0,1.8516,0.001,0.3225,0.3886,4,0.055,"60,73,30,60,42,59,4"
V2,MAD_3000_PC,20,Ward,3,0.1066,43.3,2.2614,-0.0038,0.1657,0.2335,44,0.27,"121,163,44"
V2,MAD_3000_PC,20,Ward,4,0.1028,39.1,2.2072,-0.0044,0.212,0.3184,44,0.27,"163,60,44,61"
V2,MAD_3000_PC,20,Ward,5,0.0958,36.9,2.26,0.0032,0.3083,0.3923,44,0.444,"60,99,44,61,64"
V2,MAD_3000_PC,20,Ward,6,0.0961,33.9,2.1575,0.0043,0.3137,0.3867,26,0.263,"44,99,34,61,64,26"
V2,MAD_3000_PC,20,Ward,7,0.1039,31.2,1.9537,0.0044,0.3109,0.3922,4,0.04,"99,64,34,61,40,26,4"
V2,MAD_3000_PC,20,GMM,3,0.0677,30.6,2.8729,-0.0012,0.2057,0.22,79,0.503,"79,92,157"
V2,MAD_3000_PC,20,GMM,4,0.0788,34.8,2.5154,-0.0042,0.2984,0.3254,72,0.818,"72,88,81,87"
V2,MAD_3000_PC,20,GMM,6,0.1028,36.0,2.1606,-0.0012,0.3309,0.3749,32,0.444,"64,56,32,45,59,72"
V2,MAD_3000_PC,20,Spectral,3,0.1258,53.5,2.2866,-0.0029,0.3171,0.3397,83,0.585,"83,103,142"
V2,MAD_3000_PC,20,Spectral,4,0.1167,45.7,2.201,-0.0044,0.3407,0.3696,64,0.512,"70,64,125,69"
V2,MAD_3000_PC,20,Spectral,5,0.1083,39.1,2.1682,-0.0017,0.2934,0.3787,46,0.511,"76,90,46,53,63"
V2,MAD_3000_PC,20,Spectral,6,0.1094,36.1,2.1534,-0.0021,0.3103,0.3902,28,0.322,"44,37,75,57,28,87"
V2,MAD_3000_PC,20,Spectral,7,0.0959,32.5,2.0699,-0.002,0.2413,0.3694,27,0.297,"48,37,91,37,41,27,47"
V2,MAD_5000_PC,5,KMeans,3,0.2204,97.9,1.5896,-0.0034,0.1964,0.256,78,0.467,"167,78,83"
V2,MAD_5000_PC,5,KMeans,4,0.1897,89.3,1.6534,-0.0045,0.3014,0.3405,68,0.576,"70,72,118,68"
V2,MAD_5000_PC,5,KMeans,5,0.1931,82.9,1.537,-0.0029,0.3058,0.3496,45,0.556,"45,75,81,69,58"
V2,MAD_5000_PC,5,KMeans,6,0.2005,79.9,1.4528,-0.0025,0.3003,0.3488,32,0.41,"78,36,74,32,43,65"
V2,MAD_5000_PC,5,KMeans,7,0.2018,75.3,1.3123,0.003,0.2899,0.3633,19,0.271,"40,48,43,70,59,49,19"
V2,MAD_5000_PC,5,Ward,3,0.1979,81.6,1.6285,-0.0036,0.1558,0.2474,62,0.333,"186,80,62"
V2,MAD_5000_PC,5,Ward,4,0.146,73.3,1.8185,0.0027,0.2405,0.2743,62,0.653,"80,91,62,95"
V2,MAD_5000_PC,5,Ward,5,0.1592,68.9,1.6737,0.0049,0.2547,0.2792,21,0.221,"91,95,62,59,21"
V2,MAD_5000_PC,5,Ward,6,0.1609,66.7,1.5805,0.0014,0.249,0.2959,21,0.221,"95,59,62,61,21,30"
V2,MAD_5000_PC,5,Ward,7,0.1516,62.2,1.5551,0.0077,0.2537,0.3187,21,0.339,"62,59,49,61,21,30,46"
V2,MAD_5000_PC,5,GMM,3,0.1783,82.2,1.7807,0.0008,0.2755,0.3068,90,0.616,"92,146,90"
V2,MAD_5000_PC,5,GMM,4,0.187,81.0,1.6736,-0.0054,0.357,0.3835,44,0.336,"131,44,66,87"
V2,MAD_5000_PC,5,GMM,5,0.1649,69.1,1.672,-0.0044,0.3277,0.3434,44,0.449,"98,54,44,64,68"
V2,MAD_5000_PC,5,GMM,6,0.1517,61.8,1.6072,-0.0044,0.2008,0.2999,25,0.185,"39,135,25,53,43,33"
V2,MAD_5000_PC,5,GMM,7,0.1264,57.4,1.7733,-0.0039,0.2642,0.3595,21,0.236,"26,89,46,48,63,21,35"
V2,MAD_5000_PC,5,Spectral,3,0.2041,92.7,1.6277,-0.0017,0.1867,0.2489,58,0.372,"114,156,58"
V2,MAD_5000_PC,5,Spectral,4,0.1755,75.4,1.5952,-0.0035,0.2757,0.3275,59,0.522,"67,113,59,89"
V2,MAD_5000_PC,5,Spectral,5,0.1798,77.0,1.5735,0.0015,0.2695,0.3384,42,0.488,"42,86,73,60,67"
V2,MAD_5000_PC,5,Spectral,6,0.1937,74.8,1.488,-0.0,0.2765,0.3346,30,0.361,"46,77,60,30,32,83"
V2,MAD_5000_PC,5,Spectral,7,0.1854,70.8,1.4005,-0.0015,0.2246,0.3195,27,0.37,"35,48,30,57,58,27,73"
V2,MAD_5000_PC,8,KMeans,3,0.1821,75.7,1.8006,-0.0034,0.1964,0.256,78,0.467,"83,167,78"
V2,MAD_5000_PC,8,KMeans,4,0.1596,67.5,1.8811,-0.0043,0.2799,0.334,65,0.524,"65,69,124,70"
V2,MAD_5000_PC,8,KMeans,5,0.156,61.5,1.7965,-0.0029,0.3052,0.3484,45,0.577,"45,67,78,78,60"
V2,MAD_5000_PC,8,KMeans,6,0.1617,58.2,1.6605,0.0021,0.3085,0.3676,25,0.309,"43,51,81,25,66,62"
V2,MAD_5000_PC,8,KMeans,7,0.1528,53.9,1.5972,0.0012,0.2714,0.345,22,0.319,"44,58,44,46,45,69,22"
V2,MAD_5000_PC,8,Ward,3,0.1537,62.3,1.967,-0.0037,0.1403,0.2195,60,0.347,"173,95,60"
V2,MAD_5000_PC,8,Ward,4,0.1316,53.1,1.8997,-0.0054,0.1703,0.2652,27,0.185,"95,146,60,27"
V2,MAD_5000_PC,8,Ward,5,0.1338,48.6,1.9121,-0.0018,0.2097,0.3177,27,0.185,"146,41,60,27,54"
V2,MAD_5000_PC,8,Ward,6,0.1279,46.8,1.9901,0.0054,0.2893,0.3566,27,0.351,"41,77,69,27,54,60"
V2,MAD_5000_PC,8,Ward,7,0.1356,44.9,1.7702,0.0056,0.29,0.3529,14,0.182,"77,27,69,27,54,60,14"
V2,MAD_5000_PC,8,GMM,3,0.0829,21.7,3.1535,-0.0053,0.2374,0.2936,61,0.335,"61,85,182"
V2,MAD_5000_PC,8,GMM,4,0.1193,46.3,2.1084,-0.0034,0.3206,0.3458,44,0.346,"44,73,127,84"
V2,MAD_5000_PC,8,GMM,5,0.1347,50.9,1.8022,-0.0016,0.3308,0.3124,30,0.316,"30,91,77,95,35"
V2,MAD_5000_PC,8,GMM,7,0.1223,43.1,1.8642,-0.0008,0.317,0.3444,23,0.348,"26,66,37,23,52,64,60"
V2,MAD_5000_PC,8,Spectral,3,0.1682,71.9,1.8604,0.0011,0.193,0.2603,58,0.352,"165,105,58"
V2,MAD_5000_PC,8,Spectral,4,0.151,61.1,1.8181,-0.0029,0.2246,0.2996,57,0.504,"57,94,64,113"
V2,MAD_5000_PC,8,Spectral,5,0.1466,58.0,1.8023,-0.0007,0.2938,0.3816,38,0.418,"91,66,38,60,73"
V2,MAD_5000_PC,8,Spectral,6,0.1586,55.4,1.6917,-0.0013,0.3019,0.3759,28,0.308,"69,28,59,51,30,91"
V2,MAD_5000_PC,8,Spectral,7,0.1454,48.7,1.7102,0.0036,0.2704,0.3685,25,0.309,"65,30,29,52,46,25,81"
V2,MAD_5000_PC,10,KMeans,3,0.1676,68.9,1.88,-0.0034,0.1964,0.256,78,0.467,"167,78,83"
V2,MAD_5000_PC,10,KMeans,4,0.1501,61.0,1.9905,-0.0045,0.2905,0.3487,63,0.508,"63,71,124,70"
V2,MAD_5000_PC,10,KMeans,5,0.1415,55.2,1.9059,-0.0,0.3148,0.3631,44,0.53,"74,60,83,67,44"
V2,MAD_5000_PC,10,KMeans,6,0.1467,51.8,1.7765,0.0013,0.3127,0.3682,26,0.325,"80,42,74,63,43,26"
V2,MAD_5000_PC,10,KMeans,7,0.135,47.6,1.7567,-0.0024,0.2711,0.3434,25,0.403,"44,44,52,62,25,60,41"
V2,MAD_5000_PC,10,Ward,3,0.1319,54.0,1.9196,-0.0059,0.1,0.2368,44,0.205,"215,69,44"
V2,MAD_5000_PC,10,Ward,4,0.1078,47.0,2.211,-0.0021,0.213,0.2854,44,0.346,"127,69,44,88"
V2,MAD_5000_PC,10,Ward,5,0.1062,43.7,2.0474,-0.0034,0.2353,0.2792,36,0.396,"69,91,44,88,36"
V2,MAD_5000_PC,10,Ward,6,0.1128,42.2,1.9411,-0.0037,0.2413,0.3176,30,0.33,"91,88,44,39,36,30"
V2,MAD_5000_PC,10,Ward,7,0.1088,40.1,1.8743,-0.0024,0.2735,0.3282,30,0.341,"88,39,44,37,36,30,54"
V2,MAD_5000_PC,10,GMM,3,0.109,49.5,2.6812,-0.0038,0.2054,0.2472,58,0.36,"58,161,109"
V2,MAD_5000_PC,10,GMM,4,0.0656,35.0,2.7868,-0.002,0.1752,0.2228,48,0.35,"70,137,73,48"
V2,MAD_5000_PC,10,GMM,5,0.0847,31.7,2.2253,-0.006,0.2643,0.2959,28,0.257,"61,30,100,28,109"
V2,MAD_5000_PC,10,GMM,6,0.0914,36.8,2.1006,-0.0027,0.3111,0.3422,21,0.212,"65,55,27,99,21,61"
V2,MAD_5000_PC,10,Spectral,3,0.1509,64.9,2.0597,0.0005,0.2195,0.2805,65,0.414,"157,106,65"
V2,MAD_5000_PC,10,Spectral,4,0.1439,57.9,2.0135,-0.0028,0.3003,0.3419,60,0.451,"64,133,60,71"
V2,MAD_5000_PC,10,Spectral,5,0.1453,52.0,1.8204,-0.0038,0.2876,0.3677,30,0.226,"45,133,55,65,30"
V2,MAD_5000_PC,10,Spectral,6,0.1434,49.9,1.7956,0.0,0.3028,0.378,28,0.311,"90,70,58,50,28,32"
V2,MAD_5000_PC,10,Spectral,7,0.1284,42.2,1.8708,0.0015,0.2663,0.3553,26,0.338,"30,77,43,70,53,29,26"
V2,MAD_5000_PC,15,KMeans,3,0.151,60.2,2.01,-0.0036,0.197,0.2567,78,0.462,"78,169,81"
V2,MAD_5000_PC,15,KMeans,4,0.132,52.6,2.1214,-0.0043,0.2918,0.3526,61,0.48,"61,70,70,127"
V2,MAD_5000_PC,15,KMeans,5,0.1234,47.3,2.0737,0.0007,0.3097,0.3597,44,0.524,"44,73,60,67,84"
V2,MAD_5000_PC,15,KMeans,6,0.1258,44.0,1.9447,-0.0003,0.3125,0.3666,28,0.359,"78,69,66,42,45,28"
V2,MAD_5000_PC,15,KMeans,7,0.1354,40.4,1.7748,0.0032,0.3333,0.3797,4,0.058,"66,51,64,46,28,69,4"
V2,MAD_5000_PC,15,Ward,3,0.1017,48.6,2.4525,-0.0015,0.2417,0.2507,74,0.556,"121,74,133"
V2,MAD_5000_PC,15,Ward,4,0.0988,40.4,2.2994,0.0052,0.2501,0.2504,19,0.143,"102,74,133,19"
V2,MAD_5000_PC,15,Ward,5,0.0935,36.4,2.2257,0.0037,0.2277,0.2812,19,0.143,"74,67,133,19,35"
V2,MAD_5000_PC,15,Ward,6,0.0906,34.3,2.0617,0.0051,0.1761,0.2732,19,0.143,"133,67,33,19,35,41"
V2,MAD_5000_PC,15,Ward,7,0.08,32.2,2.2727,0.0073,0.174,0.2646,19,0.26,"33,67,73,19,35,41,60"
V2,MAD_5000_PC,15,GMM,3,0.0841,32.9,3.0677,-0.0038,0.2143,0.2142,48,0.327,"147,48,133"
V2,MAD_5000_PC,15,GMM,4,0.0752,32.4,2.7427,-0.0038,0.1873,0.2714,44,0.324,"44,92,136,56"
V2,MAD_5000_PC,15,GMM,5,0.0768,32.3,2.3526,-0.0025,0.3027,0.3331,36,0.444,"81,73,36,67,71"
V2,MAD_5000_PC,15,GMM,6,0.0952,35.9,2.1171,-0.0017,0.3486,0.364,35,0.417,"48,35,84,52,68,41"
V2,MAD_5000_PC,15,GMM,7,0.0861,33.3,2.2823,-0.0031,0.2919,0.3842,25,0.342,"30,73,54,25,39,69,38"
V2,MAD_5000_PC,15,Spectral,3,0.1334,57.8,2.2087,0.001,0.2551,0.3016,71,0.473,"150,107,71"
V2,MAD_5000_PC,15,Spectral,4,0.1211,49.3,2.1649,-0.0006,0.297,0.3272,64,0.492,"130,64,69,65"
V2,MAD_5000_PC,15,Spectral,5,0.1218,44.0,2.0854,-0.0031,0.3047,0.3295,29,0.299,"29,89,44,69,97"
V2,MAD_5000_PC,15,Spectral,6,0.1238,41.7,2.0171,0.0,0.3121,0.3764,29,0.367,"79,29,71,56,58,35"
V2,MAD_5000_PC,15,Spectral,7,0.1166,38.1,1.9881,0.0002,0.2836,0.3537,24,0.375,"28,64,55,36,63,24,58"
V2,MAD_5000_PC,20,KMeans,3,0.1404,55.5,2.1015,-0.004,0.1985,0.2622,77,0.458,"168,77,83"
V2,MAD_5000_PC,20,KMeans,4,0.1214,48.3,2.2518,-0.004,0.3049,0.3638,64,0.52,"123,72,64,69"
V2,MAD_5000_PC,20,KMeans,5,0.1135,43.1,2.1847,-0.0019,0.3244,0.3688,44,0.543,"44,75,60,68,81"
V2,MAD_5000_PC,20,KMeans,6,0.1191,39.8,2.0426,-0.0012,0.3162,0.3715,29,0.367,"72,29,64,79,36,48"
V2,MAD_5000_PC,20,KMeans,7,0.1242,36.5,1.864,0.0003,0.3157,0.3729,4,0.053,"69,63,38,75,24,55,4"
V2,MAD_5000_PC,20,Ward,3,0.0831,42.6,2.5678,0.0027,0.225,0.215,91,0.722,"111,126,91"
V2,MAD_5000_PC,20,Ward,4,0.0758,37.5,2.4971,0.0041,0.1764,0.2072,54,0.429,"126,54,91,57"
V2,MAD_5000_PC,20,Ward,5,0.0702,33.2,2.3333,0.0069,0.2177,0.2658,25,0.248,"54,57,91,101,25"
V2,MAD_5000_PC,20,Ward,6,0.0739,30.8,2.2331,0.0081,0.219,0.2888,21,0.208,"91,57,21,101,25,33"
V2,MAD_5000_PC,20,Ward,7,0.0665,29.2,2.215,0.0015,0.2558,0.3142,21,0.208,"55,57,21,101,25,33,36"
V2,MAD_5000_PC,20,GMM,3,0.0614,28.1,3.1522,-0.0032,0.2401,0.2569,85,0.556,"90,85,153"
V2,MAD_5000_PC,20,GMM,4,0.0864,33.5,2.5057,-0.0038,0.2692,0.3101,49,0.383,"49,74,128,77"
V2,MAD_5000_PC,20,GMM,5,0.0796,36.7,2.3153,-0.0034,0.2839,0.2992,28,0.315,"89,71,28,71,69"
V2,MAD_5000_PC,20,GMM,6,0.103,36.3,2.1443,-0.0028,0.3242,0.3688,30,0.405,"74,30,66,68,32,58"
V2,MAD_5000_PC,20,Spectral,3,0.1242,52.9,2.2961,0.0008,0.2713,0.3151,72,0.49,"109,72,147"
V2,MAD_5000_PC,20,Spectral,4,0.1151,45.7,2.2581,-0.0032,0.2857,0.3204,58,0.426,"69,58,136,65"
V2,MAD_5000_PC,20,Spectral,5,0.1138,40.4,2.1702,-0.0019,0.2649,0.309,29,0.282,"29,103,67,41,88"
V2,MAD_5000_PC,20,Spectral,6,0.1113,37.4,2.1418,0.0006,0.2755,0.356,29,0.326,"89,66,57,52,29,35"
V2,MAD_5000_PC,20,Spectral,7,0.0954,33.3,2.1802,-0.0007,0.2562,0.3498,29,0.414,"35,70,59,29,60,42,33"
V2,MAD_2000_ALL,5,KMeans,3,0.2063,101.1,1.5958,-0.0025,0.2402,0.2612,100,0.862,"100,116,112"
V2,MAD_2000_ALL,5,KMeans,4,0.1987,91.8,1.5868,-0.0044,0.3489,0.3944,72,0.735,"98,72,80,78"
V2,MAD_2000_ALL,5,KMeans,5,0.1987,84.8,1.3663,-0.0025,0.299,0.3768,38,0.458,"38,74,83,82,51"
V2,MAD_2000_ALL,5,KMeans,6,0.1919,79.4,1.3766,-0.0026,0.3034,0.3855,39,0.52,"39,62,59,75,46,47"
V2,MAD_2000_ALL,5,KMeans,7,0.1902,75.5,1.4166,-0.0025,0.2531,0.3592,32,0.516,"59,62,32,45,43,32,55"
V2,MAD_2000_ALL,5,Ward,3,0.169,80.9,1.6314,-0.0032,0.2248,0.2552,84,0.549,"153,91,84"
V2,MAD_2000_ALL,5,Ward,4,0.1408,71.9,1.7559,-0.0009,0.2067,0.2431,47,0.443,"106,91,84,47"
V2,MAD_2000_ALL,5,Ward,5,0.1411,66.5,1.624,-0.0001,0.234,0.2689,33,0.363,"91,73,84,47,33"
V2,MAD_2000_ALL,5,Ward,6,0.1467,64.8,1.5278,-0.0014,0.1788,0.2717,23,0.274,"73,68,84,47,33,23"
V2,MAD_2000_ALL,5,Ward,7,0.1427,62.7,1.4733,-0.0024,0.1728,0.2899,23,0.274,"68,47,84,48,33,23,25"
V2,MAD_2000_ALL,5,GMM,3,0.1199,51.5,1.7972,-0.0081,0.2314,0.3062,43,0.214,"201,43,84"
V2,MAD_2000_ALL,5,GMM,4,0.1525,71.5,1.7986,-0.0023,0.3887,0.3895,68,0.716,"82,83,95,68"
V2,MAD_2000_ALL,5,GMM,5,0.0861,39.2,1.9568,-0.0035,0.2462,0.3361,34,0.333,"102,34,43,60,89"
V2,MAD_2000_ALL,5,GMM,6,0.1155,51.2,1.7426,-0.0026,0.2256,0.2938,16,0.139,"37,77,16,34,49,115"
V2,MAD_2000_ALL,5,GMM,7,0.1107,48.3,1.6362,-0.0044,0.2464,0.3532,16,0.178,"42,16,51,90,34,18,77"
V2,MAD_2000_ALL,5,Spectral,3,0.2016,96.4,1.5732,0.0035,0.2623,0.2888,94,0.777,"113,94,121"
V2,MAD_2000_ALL,5,Spectral,4,0.1891,88.2,1.5284,-0.0038,0.327,0.3413,74,0.822,"81,90,74,83"
V2,MAD_2000_ALL,5,Spectral,5,0.1791,74.1,1.4533,-0.0046,0.3003,0.3525,28,0.295,"81,71,95,28,53"
V2,MAD_2000_ALL,5,Spectral,6,0.1682,64.3,1.488,0.0022,0.2784,0.4148,26,0.241,"46,26,61,108,50,37"
V2,MAD_2000_ALL,5,Spectral,7,0.177,65.9,1.3788,0.0051,0.2485,0.3996,26,0.257,"26,49,35,41,34,42,101"
V2,MAD_2000_ALL,8,KMeans,3,0.1688,78.5,1.8869,-0.0029,0.1863,0.2125,105,0.921,"105,109,114"
V2,MAD_2000_ALL,8,KMeans,4,0.1618,69.1,1.8394,-0.0042,0.343,0.3976,73,0.73,"73,80,100,75"
V2,MAD_2000_ALL,8,KMeans,5,0.1625,63.3,1.6023,-0.0012,0.2766,0.3452,41,0.5,"41,82,82,74,49"
V2,MAD_2000_ALL,8,KMeans,6,0.1469,58.1,1.6539,-0.0012,0.2628,0.3629,42,0.553,"65,46,52,47,76,42"
V2,MAD_2000_ALL,8,KMeans,7,0.1476,54.1,1.6809,0.0016,0.2829,0.3809,31,0.437,"71,41,45,43,31,46,51"
V2,MAD_2000_ALL,8,Ward,3,0.1267,61.9,2.165,-0.0004,0.1551,0.1756,82,0.626,"131,115,82"
V2,MAD_2000_ALL,8,Ward,4,0.1285,55.1,1.9379,-0.0028,0.1763,0.2377,38,0.33,"115,93,82,38"
V2,MAD_2000_ALL,8,Ward,5,0.1102,50.5,1.8226,0.0012,0.2054,0.2775,37,0.398,"82,93,78,38,37"
V2,MAD_2000_ALL,8,Ward,6,0.1151,46.2,1.8352,0.0026,0.2153,0.292,27,0.29,"78,93,55,38,37,27"
