variant,gene_set,n_pcs,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,BioValidity_ARI,BioValidity_NMI,min_cluster_size,size_balance,cluster_sizes
V2,MAD_1000_PC,5,Spectral,6,0.1773,72.7,1.5006,0.0017,0.2521,0.3607,40,0.5,"54,40,80,41,59,54"
V2,MAD_1000_PC,5,Spectral,7,0.1742,67.1,1.4482,-0.0038,0.2333,0.3776,27,0.355,"76,40,47,27,55,33,50"
V2,MAD_1000_PC,8,KMeans,3,0.1742,78.3,1.8165,-0.0036,0.3755,0.3689,98,0.748,"98,99,131"
V2,MAD_1000_PC,8,KMeans,4,0.1599,68.2,1.7416,-0.0026,0.401,0.3973,77,0.875,"88,77,77,86"
V2,MAD_1000_PC,8,KMeans,5,0.1611,62.4,1.6772,0.0007,0.3094,0.3442,59,0.855,"69,66,59,69,65"
V2,MAD_1000_PC,8,KMeans,6,0.164,58.1,1.6616,-0.0028,0.316,0.3791,38,0.469,"81,44,38,53,62,50"
V2,MAD_1000_PC,8,KMeans,7,0.1633,54.2,1.6345,-0.0035,0.3599,0.4249,32,0.516,"37,60,62,32,40,39,58"
V2,MAD_1000_PC,8,Ward,3,0.1451,63.3,1.6622,0.0041,0.2244,0.332,48,0.24,"200,80,48"
V2,MAD_1000_PC,8,Ward,4,0.1284,57.6,1.9151,0.0029,0.3079,0.3409,48,0.39,"123,80,48,77"
V2,MAD_1000_PC,8,Ward,5,0.1408,54.6,1.825,-0.0016,0.2813,0.3371,42,0.519,"81,80,48,77,42"
V2,MAD_1000_PC,8,Ward,6,0.1404,49.5,1.7873,-0.0022,0.3033,0.3599,21,0.263,"80,60,48,77,42,21"
V2,MAD_1000_PC,8,Ward,7,0.1364,46.2,1.7443,-0.0028,0.2931,0.3624,13,0.169,"60,77,48,67,42,21,13"
V2,MAD_1000_PC,8,GMM,3,0.0848,41.1,2.8554,-0.0046,0.1801,0.2589,64,0.478,"134,64,130"
V2,MAD_1000_PC,8,GMM,4,0.0715,34.2,2.4526,-0.0046,0.1712,0.2521,34,0.238,"143,100,34,51"
V2,MAD_1000_PC,8,GMM,5,0.0856,39.4,2.1702,-0.0032,0.2811,0.3386,30,0.309,"54,76,97,30,71"
V2,MAD_1000_PC,8,GMM,6,0.0835,37.2,1.9901,-0.0028,0.2505,0.3139,31,0.295,"46,66,46,31,34,105"
V2,MAD_1000_PC,8,GMM,7,0.0683,32.2,2.298,-0.0043,0.2019,0.2924,31,0.316,"32,36,98,51,31,49,31"
V2,MAD_1000_PC,8,Spectral,3,0.1684,75.2,1.8552,-0.0036,0.3977,0.3833,88,0.677,"88,110,130"
V2,MAD_1000_PC,8,Spectral,4,0.155,65.6,1.8222,-0.0031,0.3627,0.3895,65,0.67,"89,97,77,65"
V2,MAD_1000_PC,8,Spectral,5,0.1512,57.3,1.7049,-0.0023,0.2244,0.3348,40,0.44,"89,56,40,52,91"
V2,MAD_1000_PC,8,Spectral,6,0.1393,50.3,1.7213,-0.0029,0.2353,0.3522,19,0.192,"42,51,99,53,64,19"
V2,MAD_1000_PC,8,Spectral,7,0.1322,46.5,1.6839,-0.0034,0.2259,0.3681,18,0.234,"37,56,77,18,57,35,48"
V2,MAD_1000_PC,10,KMeans,3,0.1612,70.4,1.9196,-0.0033,0.3542,0.3556,92,0.681,"101,135,92"
V2,MAD_1000_PC,10,KMeans,4,0.1464,60.8,1.8625,-0.0022,0.3771,0.3781,76,0.884,"81,76,85,86"
V2,MAD_1000_PC,10,KMeans,5,0.1465,55.2,1.7672,0.0015,0.3227,0.364,59,0.831,"68,63,59,71,67"
V2,MAD_1000_PC,10,KMeans,6,0.1502,51.2,1.7648,-0.0018,0.3431,0.3859,42,0.618,"42,62,63,68,43,50"
V2,MAD_1000_PC,10,KMeans,7,0.1466,47.3,1.7618,-0.0029,0.3296,0.4063,33,0.55,"57,60,60,33,37,39,42"
V2,MAD_1000_PC,10,Ward,3,0.1398,63.7,1.9562,-0.0022,0.3041,0.3165,81,0.536,"151,81,96"
V2,MAD_1000_PC,10,Ward,4,0.1312,53.4,1.9732,-0.0054,0.2772,0.3314,35,0.302,"116,81,96,35"
V2,MAD_1000_PC,10,Ward,5,0.1411,48.1,1.9848,-0.0046,0.3104,0.3388,35,0.365,"81,67,96,35,49"
V2,MAD_1000_PC,10,Ward,6,0.134,43.4,1.8711,-0.0031,0.317,0.3519,12,0.125,"96,67,69,35,49,12"
V2,MAD_1000_PC,10,Ward,7,0.1064,40.5,1.9526,-0.0013,0.3151,0.3566,12,0.174,"67,55,69,35,49,12,41"
V2,MAD_1000_PC,10,GMM,3,0.0874,40.7,2.6821,-0.003,0.1845,0.2373,68,0.42,"162,68,98"
V2,MAD_1000_PC,10,GMM,4,0.1173,43.7,2.5643,-0.0051,0.3409,0.3566,65,0.537,"65,65,121,77"
V2,MAD_1000_PC,10,GMM,5,0.0754,33.4,2.4765,-0.0065,0.2419,0.3144,25,0.202,"81,124,50,25,48"
V2,MAD_1000_PC,10,GMM,6,0.0855,36.2,2.1254,-0.0034,0.2313,0.3039,29,0.33,"88,29,48,43,49,71"
V2,MAD_1000_PC,10,GMM,7,0.1055,35.7,2.0536,0.0008,0.2686,0.3422,27,0.397,"58,27,68,55,44,41,35"
V2,MAD_1000_PC,10,Spectral,3,0.1565,67.0,1.939,-0.005,0.3561,0.4105,84,0.532,"84,86,158"
V2,MAD_1000_PC,10,Spectral,4,0.1405,56.8,1.9554,-0.0023,0.3122,0.3975,63,0.5,"126,73,66,63"
V2,MAD_1000_PC,10,Spectral,5,0.1399,51.8,1.8314,-0.0014,0.2488,0.3615,44,0.484,"44,91,85,54,54"
V2,MAD_1000_PC,10,Spectral,6,0.133,47.2,1.8033,-0.0025,0.2574,0.366,43,0.537,"43,52,49,80,45,59"
V2,MAD_1000_PC,10,Spectral,7,0.1265,42.4,1.7794,-0.002,0.2495,0.372,18,0.237,"76,47,18,44,52,47,44"
V2,MAD_1000_PC,15,KMeans,3,0.1419,60.4,2.0849,-0.0039,0.3596,0.3599,92,0.681,"92,135,101"
V2,MAD_1000_PC,15,KMeans,4,0.1289,51.6,2.0449,-0.0032,0.3866,0.3862,77,0.895,"81,77,86,84"
V2,MAD_1000_PC,15,KMeans,5,0.1281,46.4,1.947,0.0012,0.3215,0.3513,60,0.845,"65,69,63,71,60"
V2,MAD_1000_PC,15,KMeans,6,0.1284,42.6,1.9593,-0.0021,0.3256,0.3754,40,0.556,"72,60,64,45,40,47"
V2,MAD_1000_PC,15,KMeans,7,0.1262,39.3,1.9363,-0.0012,0.3329,0.3869,34,0.557,"40,60,56,61,34,41,36"
V2,MAD_1000_PC,15,Ward,3,0.1059,47.4,2.3844,-0.0032,0.2098,0.2137,97,0.822,"113,97,118"
V2,MAD_1000_PC,15,Ward,4,0.0945,41.2,2.0758,-0.0025,0.2252,0.2436,54,0.458,"118,97,54,59"
V2,MAD_1000_PC,15,Ward,5,0.0947,38.1,2.0768,-0.0013,0.2239,0.2886,36,0.371,"97,82,54,59,36"
V2,MAD_1000_PC,15,Ward,6,0.0984,36.4,2.0771,-0.0026,0.2411,0.3242,36,0.439,"82,58,54,59,36,39"
V2,MAD_1000_PC,15,Ward,7,0.1035,34.1,2.1344,-0.0008,0.2537,0.3191,24,0.407,"58,58,54,59,36,39,24"
V2,MAD_1000_PC,15,GMM,3,0.0985,42.2,2.5067,0.0012,0.2871,0.2905,93,0.71,"93,104,131"
V2,MAD_1000_PC,15,GMM,4,0.0915,39.8,2.4991,-0.0045,0.3562,0.3546,59,0.527,"59,76,81,112"
V2,MAD_1000_PC,15,GMM,5,0.0846,36.8,2.3835,-0.0042,0.2433,0.3005,51,0.646,"61,69,51,68,79"
V2,MAD_1000_PC,15,GMM,6,0.0903,33.4,2.3103,-0.0018,0.3271,0.3727,28,0.346,"52,45,28,81,59,63"
V2,MAD_1000_PC,15,GMM,7,0.1103,34.9,1.9755,-0.0027,0.3108,0.3797,16,0.262,"16,53,42,56,61,42,58"
V2,MAD_1000_PC,15,Spectral,3,0.1383,57.7,2.1141,-0.0035,0.3972,0.412,91,0.628,"145,92,91"
V2,MAD_1000_PC,15,Spectral,4,0.1225,48.1,2.1762,-0.0033,0.3945,0.4227,74,0.771,"74,83,96,75"
V2,MAD_1000_PC,15,Spectral,5,0.1171,42.7,2.0613,-0.0028,0.2581,0.3553,42,0.472,"77,67,53,42,89"
V2,MAD_1000_PC,15,Spectral,6,0.1193,38.0,2.0982,-0.0037,0.3147,0.3756,21,0.263,"21,53,61,80,70,43"
V2,MAD_1000_PC,15,Spectral,7,0.1175,36.6,1.9717,-0.0041,0.2979,0.3845,16,0.242,"42,46,66,16,43,51,64"
V2,MAD_1000_PC,20,KMeans,3,0.1324,55.4,2.1858,-0.0035,0.3607,0.3604,93,0.694,"93,134,101"
V2,MAD_1000_PC,20,KMeans,4,0.1208,47.0,2.1547,-0.0022,0.3893,0.3869,78,0.907,"78,78,86,86"
V2,MAD_1000_PC,20,KMeans,5,0.118,42.1,2.052,0.0007,0.3323,0.3591,62,0.899,"62,69,65,65,67"
V2,MAD_1000_PC,20,KMeans,6,0.1173,38.5,2.0794,-0.0024,0.3355,0.3805,39,0.557,"44,65,60,50,70,39"
V2,MAD_1000_PC,20,KMeans,7,0.1104,35.0,2.0405,-0.0038,0.3013,0.3821,39,0.639,"52,39,61,39,48,46,43"
V2,MAD_1000_PC,20,Ward,3,0.0853,39.9,2.6655,-0.003,0.1756,0.1876,86,0.667,"129,86,113"
V2,MAD_1000_PC,20,Ward,4,0.0854,37.1,2.2956,0.0005,0.2196,0.2422,58,0.513,"113,86,58,71"
V2,MAD_1000_PC,20,Ward,5,0.0893,34.8,2.2368,0.0016,0.267,0.3072,51,0.593,"86,62,58,71,51"
V2,MAD_1000_PC,20,Ward,6,0.0943,33.1,2.1412,-0.0014,0.2809,0.3408,34,0.479,"62,71,58,52,51,34"
V2,MAD_1000_PC,20,Ward,7,0.0959,30.2,2.196,-0.0007,0.2896,0.3318,31,0.437,"58,71,31,52,51,34,31"
V2,MAD_1000_PC,20,GMM,3,0.0993,42.3,2.5689,-0.0046,0.2369,0.2427,84,0.571,"84,147,97"
V2,MAD_1000_PC,20,GMM,4,0.1035,41.0,2.3227,-0.0011,0.3615,0.3527,72,0.8,"72,80,86,90"
V2,MAD_1000_PC,20,GMM,5,0.1049,38.7,2.1768,-0.0035,0.3453,0.3649,61,0.813,"61,61,65,75,66"
V2,MAD_1000_PC,20,GMM,6,0.0988,35.6,2.2345,-0.0034,0.3092,0.3841,42,0.646,"42,45,65,56,59,61"
V2,MAD_1000_PC,20,GMM,7,0.0961,32.4,2.0778,-0.0012,0.2706,0.3538,36,0.537,"45,60,43,67,41,36,36"
V2,MAD_1000_PC,20,Spectral,3,0.1307,53.8,2.202,-0.0039,0.392,0.4017,92,0.643,"143,92,93"
V2,MAD_1000_PC,20,Spectral,4,0.1159,44.6,2.2444,-0.001,0.3592,0.4128,68,0.607,"79,68,69,112"
V2,MAD_1000_PC,20,Spectral,5,0.1114,39.7,2.1152,-0.0015,0.2759,0.3682,48,0.571,"48,84,59,82,55"
V2,MAD_1000_PC,20,Spectral,6,0.1049,34.7,2.0297,-0.0021,0.2698,0.3734,12,0.133,"62,90,45,66,53,12"
V2,MAD_1000_PC,20,Spectral,7,0.0914,31.2,2.1072,-0.0027,0.254,0.3794,12,0.188,"49,64,61,32,12,62,48"
V2,MAD_2000_PC,5,KMeans,3,0.2026,97.9,1.6193,-0.0034,0.2993,0.3166,84,0.622,"135,109,84"
V2,MAD_2000_PC,5,KMeans,4,0.2028,88.8,1.5628,-0.0049,0.3417,0.3874,55,0.437,"74,73,55,126"
V2,MAD_2000_PC,5,KMeans,5,0.1912,82.2,1.5124,-0.0036,0.3657,0.3852,48,0.667,"69,70,48,72,69"
V2,MAD_2000_PC,5,KMeans,6,0.2037,79.1,1.4123,-0.0014,0.3297,0.3596,35,0.507,"44,35,69,49,63,68"
V2,MAD_2000_PC,5,KMeans,7,0.1968,73.6,1.3822,-0.0034,0.3008,0.3548,25,0.417,"43,60,25,59,46,44,51"
V2,MAD_2000_PC,5,Ward,3,0.1685,74.8,1.7481,-0.0057,0.2813,0.3717,67,0.374,"179,67,82"
V2,MAD_2000_PC,5,Ward,4,0.1605,72.9,1.705,-0.0019,0.3137,0.347,67,0.677,"99,80,82,67"
V2,MAD_2000_PC,5,Ward,5,0.1418,67.2,1.5613,-0.0006,0.3758,0.4009,44,0.537,"82,80,55,67,44"
V2,MAD_2000_PC,5,Ward,6,0.1455,62.2,1.5742,-0.0011,0.3101,0.3873,29,0.362,"80,53,55,67,44,29"
V2,MAD_2000_PC,5,Ward,7,0.153,59.2,1.5601,-0.0001,0.3115,0.3783,10,0.143,"53,70,55,67,44,29,10"
V2,MAD_2000_PC,5,GMM,3,0.1349,47.1,2.3483,-0.0033,0.401,0.413,65,0.389,"96,167,65"
V2,MAD_2000_PC,5,GMM,4,0.1386,67.3,1.6048,0.0013,0.385,0.3637,51,0.5,"97,102,51,78"
V2,MAD_2000_PC,5,GMM,5,0.1208,52.1,1.7766,-0.0029,0.3839,0.4096,46,0.447,"103,66,66,46,47"
V2,MAD_2000_PC,5,GMM,6,0.082,40.4,1.86,0.0024,0.2609,0.3372,35,0.333,"35,49,105,39,57,43"
V2,MAD_2000_PC,5,GMM,7,0.1152,50.6,1.7621,-0.0029,0.2912,0.3937,35,0.507,"53,55,35,39,37,40,69"
V2,MAD_2000_PC,5,Spectral,3,0.2032,95.8,1.6091,-0.0044,0.3279,0.3533,81,0.562,"81,103,144"
V2,MAD_2000_PC,5,Spectral,4,0.1806,82.7,1.5234,-0.0037,0.369,0.3578,66,0.68,"66,94,97,71"
V2,MAD_2000_PC,5,Spectral,5,0.1837,77.0,1.4785,-0.0012,0.2689,0.3501,39,0.481,"80,81,39,55,73"
V2,MAD_2000_PC,5,Spectral,6,0.1714,69.5,1.482,0.0025,0.2988,0.3909,27,0.342,"27,63,57,54,79,48"
V2,MAD_2000_PC,5,Spectral,7,0.167,65.4,1.5096,-0.0015,0.2432,0.345,25,0.41,"45,49,50,54,25,44,61"
V2,MAD_2000_PC,8,KMeans,3,0.1699,76.0,1.8459,-0.0033,0.2749,0.299,79,0.568,"139,110,79"
V2,MAD_2000_PC,8,KMeans,4,0.1664,67.2,1.7972,-0.0049,0.3297,0.3793,57,0.452,"72,57,126,73"
V2,MAD_2000_PC,8,KMeans,5,0.1564,61.5,1.7475,-0.0022,0.3623,0.3833,52,0.732,"71,69,69,67,52"
V2,MAD_2000_PC,8,KMeans,6,0.1662,58.2,1.6293,-0.0027,0.3568,0.3817,38,0.528,"44,38,61,72,50,63"
V2,MAD_2000_PC,8,KMeans,7,0.1662,54.0,1.6065,-0.003,0.3719,0.4205,32,0.471,"43,54,68,61,38,32,32"
V2,MAD_2000_PC,8,Ward,3,0.1426,61.3,2.0025,-0.0037,0.2713,0.2952,88,0.599,"88,147,93"
V2,MAD_2000_PC,8,Ward,4,0.1453,53.9,1.8306,-0.0014,0.3066,0.3604,32,0.218,"147,56,93,32"
V2,MAD_2000_PC,8,Ward,5,0.1254,50.3,1.8175,0.0008,0.4007,0.4049,32,0.344,"93,56,84,32,63"
V2,MAD_2000_PC,8,Ward,6,0.1275,47.1,1.8511,-0.0006,0.3448,0.3888,28,0.333,"65,56,84,32,63,28"
V2,MAD_2000_PC,8,Ward,7,0.1293,44.3,1.7638,-0.0011,0.338,0.3998,28,0.333,"84,56,28,32,63,31,34"
V2,MAD_2000_PC,8,GMM,3,0.1442,64.4,2.0336,-0.0024,0.3051,0.3192,85,0.62,"137,106,85"
V2,MAD_2000_PC,8,GMM,4,0.12,42.6,2.1575,-0.0035,0.2439,0.2858,14,0.089,"74,83,14,157"
V2,MAD_2000_PC,8,GMM,5,0.1311,48.1,2.1699,-0.0039,0.3176,0.3307,35,0.315,"72,38,35,111,72"
V2,MAD_2000_PC,8,GMM,6,0.1177,40.1,1.8414,0.0006,0.3022,0.3512,4,0.047,"67,86,60,67,4,44"
V2,MAD_2000_PC,8,GMM,7,0.1146,40.8,2.0697,-0.0042,0.3358,0.3661,17,0.205,"33,58,83,40,59,38,17"
V2,MAD_2000_PC,8,Spectral,3,0.1673,73.3,1.8662,-0.0043,0.3121,0.3531,77,0.51,"151,100,77"
V2,MAD_2000_PC,8,Spectral,4,0.1529,63.5,1.8434,-0.0034,0.3225,0.3665,70,0.68,"70,103,77,78"
V2,MAD_2000_PC,8,Spectral,5,0.1503,57.2,1.7074,-0.0022,0.2712,0.3765,41,0.406,"68,65,41,53,101"
V2,MAD_2000_PC,8,Spectral,6,0.1398,50.1,1.6643,-0.0004,0.2887,0.4178,25,0.225,"72,34,51,25,35,111"
V2,MAD_2000_PC,8,Spectral,7,0.1393,47.4,1.6906,-0.0027,0.2333,0.3723,28,0.333,"34,84,42,28,65,28,47"
V2,MAD_2000_PC,10,KMeans,3,0.1579,69.1,1.9611,-0.0024,0.2851,0.3072,81,0.579,"140,107,81"
V2,MAD_2000_PC,10,KMeans,4,0.153,60.6,1.8755,-0.0021,0.3272,0.3763,63,0.521,"71,73,121,63"
V2,MAD_2000_PC,10,KMeans,5,0.1433,54.9,1.8534,-0.0032,0.3533,0.376,51,0.689,"68,64,74,51,71"
V2,MAD_2000_PC,10,KMeans,6,0.1508,51.3,1.7366,-0.0031,0.3567,0.3856,38,0.535,"50,71,63,38,59,47"
V2,MAD_2000_PC,10,KMeans,7,0.1454,47.2,1.7412,0.0018,0.3538,0.4161,26,0.426,"33,48,58,61,43,59,26"
V2,MAD_2000_PC,10,Ward,3,0.1451,63.1,2.0993,-0.0044,0.3244,0.352,83,0.58,"143,102,83"
V2,MAD_2000_PC,10,Ward,4,0.1108,52.1,1.9989,-0.0028,0.387,0.3977,67,0.657,"102,76,83,67"
V2,MAD_2000_PC,10,Ward,5,0.1127,47.1,2.0573,-0.0014,0.3893,0.4031,32,0.386,"83,76,70,67,32"
V2,MAD_2000_PC,10,Ward,6,0.1168,43.2,2.1052,-0.0008,0.3283,0.3867,32,0.421,"42,76,70,67,32,41"
V2,MAD_2000_PC,10,Ward,7,0.1276,39.9,1.8773,-0.0007,0.3256,0.3868,4,0.053,"70,76,41,67,32,38,4"
V2,MAD_2000_PC,10,GMM,3,0.1276,52.2,2.3142,-0.005,0.2292,0.2749,73,0.456,"95,73,160"
V2,MAD_2000_PC,10,GMM,4,0.1347,47.9,2.0529,-0.0051,0.2854,0.3224,43,0.333,"72,43,129,84"
V2,MAD_2000_PC,10,GMM,5,0.0855,36.8,2.4107,-0.005,0.2564,0.2954,24,0.226,"70,24,81,47,106"
V2,MAD_2000_PC,10,GMM,6,0.1008,37.4,2.0397,-0.0045,0.3733,0.398,21,0.266,"62,79,42,55,69,21"
V2,MAD_2000_PC,10,GMM,7,0.1057,35.9,1.884,-0.0045,0.3693,0.4109,21,0.266,"21,79,69,49,23,54,33"
V2,MAD_2000_PC,10,Spectral,3,0.1572,66.8,1.9534,-0.0046,0.3037,0.3427,76,0.514,"76,104,148"
V2,MAD_2000_PC,10,Spectral,4,0.1437,58.2,1.9335,-0.0034,0.3228,0.3854,68,0.618,"74,110,68,76"
V2,MAD_2000_PC,10,Spectral,5,0.139,50.9,1.8273,-0.0031,0.2919,0.3864,44,0.463,"70,95,67,52,44"
V2,MAD_2000_PC,10,Spectral,6,0.1227,43.9,1.8582,-0.003,0.2555,0.3789,25,0.255,"51,33,98,44,77,25"
V2,MAD_2000_PC,10,Spectral,7,0.1232,42.4,1.8247,-0.0023,0.2543,0.384,24,0.393,"24,59,50,54,47,33,61"
V2,MAD_2000_PC,15,KMeans,3,0.1391,59.8,2.1223,-0.0024,0.2907,0.3113,81,0.587,"81,138,109"
V2,MAD_2000_PC,15,KMeans,4,0.134,51.9,2.0396,-0.0031,0.3498,0.3919,60,0.5,"60,74,120,74"
V2,MAD_2000_PC,15,KMeans,5,0.1243,46.6,2.0352,-0.0028,0.3575,0.3778,53,0.757,"68,69,53,70,68"
V2,MAD_2000_PC,15,KMeans,6,0.1286,43.1,1.92,-0.0031,0.3596,0.3899,40,0.597,"63,67,61,40,54,43"
V2,MAD_2000_PC,15,KMeans,7,0.1389,39.4,1.7451,-0.003,0.3404,0.3801,4,0.053,"62,37,75,63,50,37,4"
V2,MAD_2000_PC,15,Ward,3,0.1187,51.7,2.3169,-0.0041,0.3026,0.3447,86,0.555,"155,86,87"
V2,MAD_2000_PC,15,Ward,4,0.0857,42.2,2.2942,-0.0022,0.38,0.3691,52,0.505,"87,86,103,52"
V2,MAD_2000_PC,15,Ward,5,0.091,37.8,2.1848,-0.0041,0.3604,0.3798,35,0.34,"86,52,103,52,35"
V2,MAD_2000_PC,15,Ward,6,0.0911,35.6,2.1812,-0.0034,0.3329,0.383,31,0.301,"103,52,55,52,35,31"
V2,MAD_2000_PC,15,Ward,7,0.0911,33.9,2.144,-0.002,0.2925,0.3592,31,0.508,"42,52,61,52,35,31,55"
V2,MAD_2000_PC,15,GMM,3,0.1095,44.9,2.4135,-0.0048,0.1981,0.2332,71,0.438,"95,71,162"
V2,MAD_2000_PC,15,GMM,4,0.0906,39.8,2.5266,-0.0028,0.3092,0.3331,63,0.63,"89,63,76,100"
V2,MAD_2000_PC,15,GMM,5,0.1044,39.5,2.1357,-0.0042,0.3961,0.4172,42,0.494,"85,63,64,74,42"
V2,MAD_2000_PC,15,GMM,6,0.1031,35.8,2.0769,-0.0021,0.3613,0.3846,42,0.592,"56,45,49,65,71,42"
V2,MAD_2000_PC,15,GMM,7,0.1094,34.5,2.171,-0.0029,0.345,0.3651,28,0.4,"60,28,45,70,31,47,47"
V2,MAD_2000_PC,15,Spectral,3,0.1392,58.2,2.0998,-0.0044,0.3228,0.3491,75,0.532,"112,75,141"
V2,MAD_2000_PC,15,Spectral,4,0.1261,50.0,2.0984,-0.0033,0.3236,0.3725,71,0.657,"71,108,73,76"
V2,MAD_2000_PC,15,Spectral,5,0.1173,43.7,2.0293,-0.0004,0.2858,0.3843,45,0.523,"65,45,52,86,80"
V2,MAD_2000_PC,15,Spectral,6,0.1077,37.0,1.9845,-0.0041,0.2645,0.3985,27,0.239,"113,76,27,53,29,30"
V2,MAD_2000_PC,15,Spectral,7,0.1008,34.9,1.9902,-0.0038,0.2134,0.3643,28,0.292,"45,58,29,96,42,30,28"
V2,MAD_2000_PC,20,KMeans,3,0.1293,55.0,2.2247,-0.0024,0.2851,0.3072,81,0.579,"140,107,81"
V2,MAD_2000_PC,20,KMeans,4,0.1231,47.4,2.1432,-0.003,0.3642,0.3938,66,0.595,"75,111,76,66"
V2,MAD_2000_PC,20,KMeans,5,0.1167,42.4,2.152,-0.0036,0.3455,0.3735,50,0.658,"71,50,63,68,76"
V2,MAD_2000_PC,20,KMeans,6,0.1183,39.0,2.0201,-0.0034,0.3624,0.3963,43,0.642,"43,62,43,63,67,50"
V2,MAD_2000_PC,20,KMeans,7,0.1137,35.5,2.0579,-0.0017,0.3036,0.3785,31,0.525,"59,55,44,43,53,43,31"
V2,MAD_2000_PC,20,Ward,3,0.1128,47.0,2.4121,-0.0016,0.2898,0.3593,76,0.461,"165,87,76"
V2,MAD_2000_PC,20,Ward,4,0.092,40.2,2.3921,-0.0039,0.355,0.3616,74,0.813,"87,74,76,91"
V2,MAD_2000_PC,20,Ward,5,0.0954,36.3,2.2714,-0.002,0.3561,0.3814,26,0.286,"76,74,61,91,26"
V2,MAD_2000_PC,20,Ward,6,0.0945,33.4,2.2059,0.0019,0.3117,0.371,26,0.286,"48,74,61,91,26,28"
V2,MAD_2000_PC,20,Ward,7,0.1036,30.7,2.0035,0.0021,0.3086,0.3732,4,0.044,"74,91,61,44,26,28,4"
V2,MAD_2000_PC,20,GMM,3,0.0967,41.0,2.4423,-0.0028,0.2837,0.2815,81,0.633,"128,119,81"
V2,MAD_2000_PC,20,GMM,4,0.1018,38.5,2.3735,-0.0046,0.3275,0.3645,47,0.392,"83,47,120,78"
V2,MAD_2000_PC,20,Spectral,3,0.1249,53.0,2.2865,-0.0037,0.3719,0.371,89,0.669,"106,133,89"
V2,MAD_2000_PC,20,Spectral,4,0.1182,46.0,2.1825,-0.0035,0.3166,0.3647,71,0.628,"71,113,73,71"
V2,MAD_2000_PC,20,Spectral,5,0.1068,38.1,2.1353,-0.0044,0.2784,0.3802,43,0.417,"103,43,63,50,69"
V2,MAD_2000_PC,20,Spectral,6,0.1016,34.2,2.0947,-0.0048,0.2821,0.409,29,0.261,"111,72,32,29,32,52"
V2,MAD_2000_PC,20,Spectral,7,0.0953,32.3,2.0448,-0.0046,0.2339,0.3803,28,0.292,"41,96,32,53,28,46,32"
V2,MAD_3000_PC,5,KMeans,3,0.1927,97.1,1.6696,-0.0013,0.2971,0.2966,93,0.762,"113,122,93"
V2,MAD_3000_PC,5,KMeans,4,0.1962,88.4,1.6017,-0.0013,0.3293,0.3787,64,0.533,"64,72,120,72"
V2,MAD_3000_PC,5,KMeans,5,0.1956,82.0,1.5131,-0.0034,0.3231,0.3743,45,0.57,"76,61,45,67,79"
V2,MAD_3000_PC,5,KMeans,6,0.1997,78.1,1.4288,-0.0009,0.3368,0.3743,30,0.435,"52,30,68,69,64,45"
V2,MAD_3000_PC,5,KMeans,7,0.2009,73.1,1.3034,0.003,0.2831,0.3567,18,0.281,"49,48,52,18,64,57,40"
V2,MAD_3000_PC,5,Ward,3,0.1946,76.6,1.59,-0.0078,0.1032,0.1972,61,0.298,"205,62,61"
V2,MAD_3000_PC,5,Ward,4,0.1651,74.6,1.6119,-0.0038,0.2338,0.3097,58,0.395,"147,62,61,58"
V2,MAD_3000_PC,5,Ward,5,0.1356,67.2,1.6286,-0.0011,0.3081,0.3519,39,0.361,"62,108,61,58,39"
V2,MAD_3000_PC,5,Ward,6,0.1452,64.1,1.5277,0.0017,0.3201,0.3591,16,0.148,"108,58,61,46,39,16"
V2,MAD_3000_PC,5,Ward,7,0.152,62.3,1.5017,0.0036,0.2905,0.3437,16,0.239,"58,67,61,46,39,16,41"
V2,MAD_3000_PC,5,GMM,3,0.1426,47.5,2.1934,-0.005,0.3924,0.4095,63,0.36,"90,175,63"
V2,MAD_3000_PC,5,GMM,4,0.0696,40.5,2.0827,-0.0034,0.2846,0.3123,36,0.206,"73,44,175,36"
V2,MAD_3000_PC,5,GMM,5,0.1462,61.5,1.6448,-0.0039,0.3116,0.3639,27,0.231,"27,89,117,52,43"
V2,MAD_3000_PC,5,GMM,6,0.1511,62.4,1.6767,-0.004,0.3486,0.3848,28,0.295,"62,48,54,95,41,28"
V2,MAD_3000_PC,5,GMM,7,0.1411,58.2,1.6815,0.0019,0.2413,0.3245,32,0.444,"60,72,35,32,53,35,41"
V2,MAD_3000_PC,5,Spectral,3,0.1984,94.1,1.6509,-0.0031,0.2613,0.2985,74,0.503,"147,74,107"
V2,MAD_3000_PC,5,Spectral,4,0.1838,81.6,1.5531,-0.0009,0.2979,0.3177,54,0.557,"88,89,97,54"
V2,MAD_3000_PC,5,Spectral,5,0.1852,78.0,1.5051,-0.0005,0.2861,0.3558,36,0.434,"83,58,76,36,75"
V2,MAD_3000_PC,5,Spectral,6,0.1803,69.4,1.5739,0.0038,0.2419,0.3257,30,0.345,"30,87,55,62,49,45"
V2,MAD_3000_PC,5,Spectral,7,0.1792,65.5,1.4762,0.0039,0.2173,0.3277,22,0.265,"50,41,42,83,29,22,61"
V2,MAD_3000_PC,8,KMeans,3,0.1656,76.1,1.8994,-0.0004,0.2625,0.2855,82,0.607,"135,111,82"
V2,MAD_3000_PC,8,KMeans,4,0.1638,67.5,1.8517,-0.0032,0.3304,0.3548,57,0.471,"121,57,76,74"
