gene_set,n_genes,protein_coding_only,n_pcs,cum_explained_var,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,min_cluster_size,max_cluster_size,size_balance,cluster_sizes
MAD_3000_ALL,3000,False,30,0.6175,Ward,7,0.0804,30.4,2.2232,0.001,4,85,0.047,"80,85,54,34,44,27,4"
MAD_3000_ALL,3000,False,30,0.6175,Ward,8,0.0631,28.2,2.3111,0.0009,4,85,0.047,"85,44,54,33,47,27,4,34"
MAD_3000_ALL,3000,False,30,0.6175,GMM,2,0.1001,27.5,2.9154,0.0059,78,250,0.312,"250,78"
MAD_3000_ALL,3000,False,30,0.6175,GMM,3,0.0874,35.6,2.5201,0.004,62,177,0.35,"89,62,177"
MAD_3000_ALL,3000,False,30,0.6175,GMM,4,0.0947,42.9,2.3821,-0.0051,43,105,0.41,"87,43,93,105"
MAD_3000_ALL,3000,False,30,0.6175,GMM,5,0.088,39.7,2.3104,-0.0023,41,91,0.451,"90,91,57,41,49"
MAD_3000_ALL,3000,False,30,0.6175,GMM,6,0.0902,37.1,2.3201,-0.0008,31,76,0.408,"57,31,70,76,43,51"
MAD_3000_ALL,3000,False,30,0.6175,Spectral,2,0.1647,80.8,1.9498,-0.003,147,181,0.812,"147,181"
MAD_3000_ALL,3000,False,30,0.6175,Spectral,3,0.1251,55.3,2.348,0.0001,97,117,0.829,"117,97,114"
MAD_3000_ALL,3000,False,30,0.6175,Spectral,4,0.1056,47.2,2.1917,-0.0051,34,113,0.301,"105,76,34,113"
MAD_3000_ALL,3000,False,30,0.6175,Spectral,5,0.0933,39.5,2.2705,-0.0007,31,100,0.31,"76,31,63,100,58"
MAD_3000_ALL,3000,False,30,0.6175,Spectral,6,0.0948,36.6,2.2498,0.0029,23,75,0.307,"75,52,58,23,66,54"
MAD_3000_ALL,3000,False,30,0.6175,Spectral,7,0.0851,32.7,2.2608,0.0006,24,81,0.296,"47,58,81,41,24,40,37"
MAD_3000_ALL,3000,False,30,0.6175,Spectral,8,0.0806,30.0,2.1804,0.0035,23,66,0.348,"45,61,66,47,23,33,24,29"
MAD_5000_ALL,5000,False,10,0.499,KMeans,2,0.2235,120.5,1.5887,-0.0028,150,178,0.843,"178,150"
MAD_5000_ALL,5000,False,10,0.499,KMeans,3,0.1562,88.0,1.8941,0.0027,95,127,0.748,"127,106,95"
MAD_5000_ALL,5000,False,10,0.499,KMeans,4,0.1497,74.7,1.8181,-0.0019,68,99,0.687,"99,76,68,85"
MAD_5000_ALL,5000,False,10,0.499,KMeans,5,0.1377,64.9,1.84,0.0003,55,73,0.753,"55,73,63,70,67"
MAD_5000_ALL,5000,False,10,0.499,KMeans,6,0.1419,58.9,1.8446,0.0007,40,61,0.656,"52,61,60,56,59,40"
MAD_5000_ALL,5000,False,10,0.499,KMeans,7,0.136,54.5,1.8291,-0.0007,34,61,0.557,"36,56,48,61,34,43,50"
MAD_5000_ALL,5000,False,10,0.499,KMeans,8,0.1486,51.0,1.6659,-0.0006,4,62,0.065,"62,49,55,45,21,57,4,35"
MAD_5000_ALL,5000,False,10,0.499,Ward,2,0.1886,94.0,1.721,-0.0042,120,208,0.577,"208,120"
MAD_5000_ALL,5000,False,10,0.499,Ward,3,0.1275,72.7,2.1187,0.0053,103,120,0.858,"120,105,103"
MAD_5000_ALL,5000,False,10,0.499,Ward,4,0.0987,58.1,2.2001,0.0085,59,105,0.562,"105,61,103,59"
MAD_5000_ALL,5000,False,10,0.499,Ward,5,0.1015,51.8,2.1459,0.0107,41,103,0.398,"103,61,64,59,41"
MAD_5000_ALL,5000,False,10,0.499,Ward,6,0.0966,48.0,2.1077,0.0068,41,64,0.641,"61,48,64,59,41,55"
MAD_5000_ALL,5000,False,10,0.499,Ward,7,0.1043,44.8,1.9873,0.0016,28,64,0.438,"48,33,64,59,41,55,28"
MAD_5000_ALL,5000,False,10,0.499,Ward,8,0.097,42.3,1.8975,0.0011,18,64,0.281,"33,41,64,59,30,55,28,18"
MAD_5000_ALL,5000,False,10,0.499,GMM,2,0.1116,23.8,3.0836,0.0044,77,251,0.307,"251,77"
MAD_5000_ALL,5000,False,10,0.499,GMM,3,0.097,36.9,2.2536,-0.002,52,208,0.25,"208,52,68"
MAD_5000_ALL,5000,False,10,0.499,GMM,4,0.0624,31.0,2.6529,-0.003,43,120,0.358,"88,77,120,43"
MAD_5000_ALL,5000,False,10,0.499,GMM,6,0.0513,31.6,2.3238,0.0031,27,110,0.245,"110,50,57,41,43,27"
MAD_5000_ALL,5000,False,10,0.499,GMM,7,0.0897,41.2,2.1629,-0.0015,24,66,0.364,"37,38,62,66,52,49,24"
MAD_5000_ALL,5000,False,10,0.499,GMM,8,0.0782,34.1,1.9872,0.0006,19,72,0.264,"36,37,61,31,34,38,72,19"
MAD_5000_ALL,5000,False,10,0.499,Spectral,2,0.2167,114.3,1.6071,-0.0032,136,192,0.708,"192,136"
MAD_5000_ALL,5000,False,10,0.499,Spectral,3,0.1619,85.0,1.8414,-0.0042,82,132,0.621,"114,82,132"
MAD_5000_ALL,5000,False,10,0.499,Spectral,4,0.1457,69.8,1.817,-0.0052,35,119,0.294,"119,67,35,107"
MAD_5000_ALL,5000,False,10,0.499,Spectral,5,0.141,61.4,1.8848,-0.0005,50,82,0.61,"74,52,82,50,70"
MAD_5000_ALL,5000,False,10,0.499,Spectral,6,0.1382,55.4,1.8846,-0.002,30,76,0.395,"49,49,55,69,30,76"
MAD_5000_ALL,5000,False,10,0.499,Spectral,7,0.1343,50.7,1.8424,0.0002,29,84,0.345,"84,33,45,29,31,47,59"
MAD_5000_ALL,5000,False,10,0.499,Spectral,8,0.1245,46.1,1.8603,-0.0011,22,89,0.247,"36,45,35,30,29,22,42,89"
MAD_5000_ALL,5000,False,15,0.5497,KMeans,2,0.2025,105.9,1.7122,-0.003,160,168,0.952,"168,160"
MAD_5000_ALL,5000,False,15,0.5497,KMeans,3,0.1375,76.2,2.0418,0.0031,94,127,0.74,"127,107,94"
MAD_5000_ALL,5000,False,15,0.5497,KMeans,4,0.129,64.0,2.0111,0.0008,72,100,0.72,"78,100,72,78"
MAD_5000_ALL,5000,False,15,0.5497,KMeans,5,0.1213,55.2,2.0212,-0.0031,55,77,0.714,"67,55,62,77,67"
MAD_5000_ALL,5000,False,15,0.5497,KMeans,6,0.1212,49.5,2.0255,-0.0004,46,64,0.719,"52,46,64,62,49,55"
MAD_5000_ALL,5000,False,15,0.5497,KMeans,7,0.1178,45.6,2.0328,-0.0026,37,56,0.661,"45,37,56,39,56,48,47"
MAD_5000_ALL,5000,False,15,0.5497,KMeans,8,0.1288,42.5,1.8668,-0.0023,5,65,0.077,"45,55,53,32,65,42,31,5"
MAD_5000_ALL,5000,False,15,0.5497,Ward,2,0.1691,76.7,1.7682,-0.006,93,235,0.396,"235,93"
MAD_5000_ALL,5000,False,15,0.5497,Ward,3,0.1061,63.7,2.1957,0.0005,74,161,0.46,"161,93,74"
MAD_5000_ALL,5000,False,15,0.5497,Ward,4,0.1015,55.1,2.2065,0.0052,71,93,0.763,"93,90,74,71"
MAD_5000_ALL,5000,False,15,0.5497,Ward,5,0.0881,47.0,2.2873,0.0028,31,90,0.344,"90,62,74,71,31"
MAD_5000_ALL,5000,False,15,0.5497,Ward,6,0.0878,42.6,2.166,0.0044,31,74,0.419,"74,62,42,71,31,48"
MAD_5000_ALL,5000,False,15,0.5497,Ward,7,0.0904,39.7,2.1529,-0.0,31,71,0.437,"43,62,42,71,31,48,31"
MAD_5000_ALL,5000,False,15,0.5497,Ward,8,0.0972,37.2,1.9276,0.0001,4,71,0.056,"42,62,48,71,31,39,31,4"
MAD_5000_ALL,5000,False,15,0.5497,GMM,2,0.1127,35.8,2.4968,-0.0046,78,250,0.312,"250,78"
MAD_5000_ALL,5000,False,15,0.5497,GMM,3,0.0579,29.4,3.0428,-0.0033,74,170,0.435,"74,170,84"
MAD_5000_ALL,5000,False,15,0.5497,GMM,4,0.0807,42.2,2.391,-0.0039,49,111,0.441,"72,111,96,49"
MAD_5000_ALL,5000,False,15,0.5497,GMM,5,0.0895,43.8,2.1397,0.0023,34,110,0.309,"47,63,110,34,74"
MAD_5000_ALL,5000,False,15,0.5497,GMM,7,0.084,38.1,2.1708,0.0008,33,68,0.485,"68,51,33,38,37,34,67"
MAD_5000_ALL,5000,False,15,0.5497,Spectral,2,0.1952,100.9,1.7386,-0.0031,145,183,0.792,"145,183"
MAD_5000_ALL,5000,False,15,0.5497,Spectral,3,0.1388,66.8,2.1679,-0.003,105,113,0.929,"113,105,110"
MAD_5000_ALL,5000,False,15,0.5497,Spectral,4,0.1253,58.2,1.9768,-0.0055,33,122,0.27,"104,33,69,122"
MAD_5000_ALL,5000,False,15,0.5497,Spectral,5,0.1165,51.1,2.0423,-0.0044,32,112,0.286,"73,32,60,112,51"
MAD_5000_ALL,5000,False,15,0.5497,Spectral,6,0.1156,46.2,2.0759,0.0014,28,73,0.384,"57,43,73,28,66,61"
MAD_5000_ALL,5000,False,15,0.5497,Spectral,7,0.1149,42.5,2.0023,-0.0009,29,81,0.358,"41,33,45,29,81,37,62"
MAD_5000_ALL,5000,False,15,0.5497,Spectral,8,0.1031,38.6,2.0345,-0.0004,24,94,0.255,"34,94,34,39,39,35,24,29"
MAD_5000_ALL,5000,False,20,0.5866,KMeans,2,0.1904,97.4,1.7911,-0.003,160,168,0.952,"168,160"
MAD_5000_ALL,5000,False,20,0.5866,KMeans,3,0.1269,69.4,2.1358,-0.0004,94,123,0.764,"111,123,94"
MAD_5000_ALL,5000,False,20,0.5866,KMeans,4,0.1197,57.9,2.0908,-0.0029,71,100,0.71,"75,100,71,82"
MAD_5000_ALL,5000,False,20,0.5866,KMeans,5,0.108,49.6,2.1202,0.0003,55,75,0.733,"55,75,62,70,66"
MAD_5000_ALL,5000,False,20,0.5866,KMeans,6,0.1087,44.3,2.0907,0.0004,43,72,0.597,"58,43,51,72,60,44"
MAD_5000_ALL,5000,False,20,0.5866,KMeans,7,0.1049,40.4,2.138,-0.0028,31,62,0.5,"41,62,49,42,58,45,31"
MAD_5000_ALL,5000,False,20,0.5866,KMeans,8,0.1069,37.7,2.1411,0.0003,26,51,0.51,"38,38,33,50,26,41,51,51"
MAD_5000_ALL,5000,False,20,0.5866,Ward,2,0.1466,70.0,2.1044,0.0014,154,174,0.885,"174,154"
MAD_5000_ALL,5000,False,20,0.5866,Ward,3,0.0996,51.9,2.2682,0.004,45,154,0.292,"154,129,45"
MAD_5000_ALL,5000,False,20,0.5866,Ward,4,0.0969,46.9,2.2364,-0.0034,45,129,0.349,"104,129,45,50"
MAD_5000_ALL,5000,False,20,0.5866,Ward,5,0.0773,41.8,2.197,-0.0044,29,129,0.225,"129,50,45,75,29"
MAD_5000_ALL,5000,False,20,0.5866,Ward,6,0.0691,37.7,2.19,-0.0034,27,102,0.265,"50,102,45,75,29,27"
MAD_5000_ALL,5000,False,20,0.5866,Ward,7,0.0778,34.5,1.9683,-0.0033,4,102,0.039,"102,75,45,46,29,27,4"
MAD_5000_ALL,5000,False,20,0.5866,Ward,8,0.075,32.0,2.006,-0.0017,4,82,0.049,"75,46,45,82,29,27,4,20"
MAD_5000_ALL,5000,False,20,0.5866,GMM,2,0.0967,36.0,2.6764,-0.0012,98,230,0.426,"98,230"
MAD_5000_ALL,5000,False,20,0.5866,GMM,3,0.1061,45.7,2.4039,0.0002,74,158,0.468,"158,74,96"
MAD_5000_ALL,5000,False,20,0.5866,GMM,4,0.0934,47.4,2.4374,-0.0033,43,106,0.406,"78,101,106,43"
MAD_5000_ALL,5000,False,20,0.5866,GMM,5,0.0879,41.2,2.4058,-0.0017,40,88,0.455,"67,60,73,40,88"
MAD_5000_ALL,5000,False,20,0.5866,GMM,6,0.0847,39.6,2.3274,-0.0036,35,80,0.438,"73,80,35,39,39,62"
MAD_5000_ALL,5000,False,20,0.5866,Spectral,2,0.1825,92.7,1.833,-0.0024,157,171,0.918,"157,171"
MAD_5000_ALL,5000,False,20,0.5866,Spectral,3,0.1342,67.6,2.092,-0.0034,98,120,0.817,"110,120,98"
MAD_5000_ALL,5000,False,20,0.5866,Spectral,4,0.1147,52.9,2.0807,-0.0055,34,113,0.301,"112,113,69,34"
MAD_5000_ALL,5000,False,20,0.5866,Spectral,5,0.108,46.7,2.2404,0.0004,56,78,0.718,"69,65,60,78,56"
MAD_5000_ALL,5000,False,20,0.5866,Spectral,6,0.1006,41.9,2.2013,0.0033,28,73,0.384,"28,56,54,58,73,59"
MAD_5000_ALL,5000,False,20,0.5866,Spectral,7,0.1046,38.4,2.1362,-0.0004,28,80,0.35,"42,28,80,55,48,37,38"
MAD_5000_ALL,5000,False,20,0.5866,Spectral,8,0.0925,35.2,2.1943,0.001,28,75,0.373,"35,37,39,28,32,47,35,75"
MAD_5000_ALL,5000,False,30,0.6379,KMeans,2,0.1763,87.4,1.8893,-0.003,160,168,0.952,"160,168"
MAD_5000_ALL,5000,False,30,0.6379,KMeans,3,0.1147,61.8,2.2705,0.0021,94,126,0.746,"94,108,126"
MAD_5000_ALL,5000,False,30,0.6379,KMeans,4,0.1073,51.2,2.2127,-0.0026,69,102,0.676,"82,69,102,75"
MAD_5000_ALL,5000,False,30,0.6379,KMeans,5,0.096,43.7,2.2585,0.0003,55,75,0.733,"55,75,60,69,69"
MAD_5000_ALL,5000,False,30,0.6379,KMeans,6,0.0959,38.9,2.2872,0.0006,42,68,0.618,"68,57,56,54,42,51"
MAD_5000_ALL,5000,False,30,0.6379,KMeans,7,0.0931,35.2,2.3519,-0.0037,24,62,0.387,"59,40,57,24,42,62,44"
MAD_5000_ALL,5000,False,30,0.6379,KMeans,8,0.0967,32.4,2.2345,-0.0005,23,58,0.397,"23,48,33,48,30,58,40,48"
MAD_5000_ALL,5000,False,30,0.6379,Ward,2,0.1672,67.7,1.9206,-0.0062,92,236,0.39,"236,92"
MAD_5000_ALL,5000,False,30,0.6379,Ward,3,0.0956,53.2,2.2675,-0.0027,61,175,0.349,"175,92,61"
MAD_5000_ALL,5000,False,30,0.6379,Ward,4,0.0826,44.5,2.2557,-0.0004,51,124,0.411,"124,92,61,51"
MAD_5000_ALL,5000,False,30,0.6379,Ward,5,0.0772,38.2,2.3658,0.0026,51,92,0.554,"92,59,61,51,65"
MAD_5000_ALL,5000,False,30,0.6379,Ward,6,0.0735,33.7,2.5393,-0.0015,28,65,0.431,"28,59,61,51,65,64"
MAD_5000_ALL,5000,False,30,0.6379,Ward,7,0.0776,30.8,2.2483,-0.0014,4,65,0.062,"61,59,64,51,65,24,4"
MAD_5000_ALL,5000,False,30,0.6379,Ward,8,0.0735,28.6,2.2924,-0.0007,4,65,0.062,"59,65,64,51,38,24,4,23"
MAD_5000_ALL,5000,False,30,0.6379,GMM,2,0.0965,30.9,2.8614,0.0084,89,239,0.372,"239,89"
MAD_5000_ALL,5000,False,30,0.6379,GMM,3,0.0771,41.2,2.6318,-0.0004,69,133,0.519,"126,69,133"
MAD_5000_ALL,5000,False,30,0.6379,GMM,4,0.0887,42.0,2.5051,-0.005,42,102,0.412,"42,102,97,87"
MAD_5000_ALL,5000,False,30,0.6379,GMM,5,0.0888,38.9,2.3313,-0.0034,41,89,0.461,"89,89,41,59,50"
MAD_5000_ALL,5000,False,30,0.6379,GMM,6,0.0852,37.0,2.3095,-0.0026,39,73,0.534,"73,40,50,39,64,62"
MAD_5000_ALL,5000,False,30,0.6379,Spectral,2,0.1684,83.0,1.9353,-0.0012,156,172,0.907,"156,172"
MAD_5000_ALL,5000,False,30,0.6379,Spectral,3,0.1206,59.1,2.2277,-0.0035,100,126,0.794,"102,126,100"
MAD_5000_ALL,5000,False,30,0.6379,Spectral,4,0.1047,47.9,2.2383,-0.0052,39,112,0.348,"112,73,104,39"
MAD_5000_ALL,5000,False,30,0.6379,Spectral,5,0.0989,41.0,2.317,0.0018,60,74,0.811,"66,60,60,68,74"
MAD_5000_ALL,5000,False,30,0.6379,Spectral,6,0.0938,36.6,2.3873,-0.0,29,67,0.433,"62,57,53,67,29,60"
MAD_5000_ALL,5000,False,30,0.6379,Spectral,7,0.0915,33.2,2.3488,-0.001,29,74,0.392,"62,31,47,37,29,48,74"
MAD_5000_ALL,5000,False,30,0.6379,Spectral,8,0.0859,30.7,2.3518,-0.001,29,61,0.475,"37,52,37,31,29,35,46,61"
